fold,strategy,model,position_strategy,trading_method,confidence_threshold,total_return_pct,alpha_pct,final_capital,num_trades,win_rate,max_drawdown
1,Spot Swing Trading,SVM,fixed_50,spot_swing,0.2,0.0,-55.646849969841284,1000000.0,0,0.0,0.0
1,Futures Day Trading,SVM,fixed_50,futures_day,0.2,-32.76824023663184,-88.41509020647312,672317.5976336816,56,0.3392857142857143,0.37430901485466994
1,Futures Swing Trading,SVM,fixed_50,futures_swing,0.2,0.0,-55.646849969841284,1000000.0,0,0.0,0.0
1,Spot Day Trading,SVM,fixed_50,spot_day,0.3,38.698204028152695,-16.94864594168859,1386982.040281527,1,1.0,0.09457087690457068
1,Spot Swing Trading,SVM,fixed_50,spot_swing,0.3,0.0,-55.646849969841284,1000000.0,0,0.0,0.0
1,Futures Day Trading,SVM,fixed_50,futures_day,0.3,-19.553053207348636,-75.19990317718992,804469.4679265136,20,0.35,0.33453947186351707
1,Futures Swing Trading,SVM,fixed_50,futures_swing,0.3,0.0,-55.646849969841284,1000000.0,0,0.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_10,spot_day,0.0,0.8870115834304526,-54.759838386410834,1008870.1158343046,19,0.3684210526315789,0.01883660802265636
1,Spot Swing Trading,LogisticRegression,fixed_10,spot_swing,0.0,1.994978822283966,-53.651871147557316,1019949.7882228397,1,1.0,0.003134420396585229
1,Futures Day Trading,LogisticRegression,fixed_10,futures_day,0.0,-7.933737509576943,-63.58058747941823,920662.6249042306,150,0.4533333333333333,0.1312612852959749
1,Futures Swing Trading,LogisticRegression,fixed_10,futures_swing,0.0,6.199552493963711,-49.447297475877576,1061995.5249396372,1,1.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_10,spot_day,0.2,5.595930972318253,-50.050918997523034,1055959.3097231826,5,0.8,0.012418901306130048
1,Spot Swing Trading,LogisticRegression,fixed_10,spot_swing,0.2,1.994978822283966,-53.651871147557316,1019949.7882228397,1,1.0,0.003134420396585229
