fold,strategy,model,position_strategy,trading_method,entry_date,entry_price,exit_date,exit_price,total_return_pct,annual_return_pct,alpha_pct,final_capital,buy_hold_return_pct,num_trades,win_rate,profit_factor,avg_win,avg_loss,avg_trade,expectancy,max_drawdown,max_dd_duration,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,recovery_factor,max_consecutive_wins,max_consecutive_losses,trading_frequency,days
1,Spot Swing Trading,RandomForest,fixed_10,spot_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Futures Day Trading,RandomForest,fixed_10,futures_day_trading,,,,,-25.39821569066293,-38.87502688261903,-81.0450656605042,746017.8430933707,55.646849969841284,150,0.41333333333333333,0.5269539143255768,4563.317633820291,6101.225570494173,-1693.214379377528,-1693.2143793775276,0.275623332057489,111,-3.8365691845399565,-5.3847273711061545,-1.4104403496040223,0.5294043279916228,-0.9214827896125071,7,7,1.0,150
1,Futures Swing Trading,RandomForest,fixed_10,futures_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_30,spot_day_trading,,,,,-9.226386950019327,-15.00915152457839,-64.87323691986062,907736.1304998067,55.646849969841284,38,0.21052631578947367,0.49538192090107214,22643.78487210875,12189.267265908542,-4855.993131589113,-4855.993131589113,0.14034728988471157,111,-1.322224282174165,-1.4734050597231507,-1.0694293802828452,0.7537621700622602,-0.6573968729712097,1,10,0.25333333333333335,150
1,Spot Swing Trading,RandomForest,fixed_30,spot_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Futures Day Trading,RandomForest,fixed_30,futures_day_trading,,,,,-59.662601918789306,-78.24348952029237,-115.30945188863059,403373.980812107,55.646849969841284,150,0.41333333333333333,0.5410390125169646,11343.924052118056,14772.15125476377,-3977.506794585956,-3977.5067945859482,0.6286502388778468,111,-3.836569184539947,-5.384727371106141,-1.2446267364816177,0.5294043279916236,-0.9490587647797325,7,7,1.0,150
1,Futures Swing Trading,RandomForest,fixed_30,futures_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_50,spot_day_trading,,,,,-15.30193293878871,-24.34676934618869,-70.94878290863,846980.6706121129,55.646849969841284,38,0.21052631578947367,0.4910497694840596,36909.35867459737,20043.784272418452,-8053.648915151961,-8053.648915151964,0.22410885411454742,111,-1.3290706763774653,-1.480310277455456,-1.0863814123891986,0.7530148857013579,-0.6827902002911286,1,10,0.25333333333333335,150
1,Spot Swing Trading,RandomForest,fixed_50,spot_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Futures Day Trading,RandomForest,fixed_50,futures_day_trading,,,,,-79.03201305983654,-92.75204782706656,-134.6788630296778,209679.8694016346,55.646849969841284,150,0.41333333333333333,0.5565988662500176,16001.359141607234,20254.595424750158,-5268.800870655774,-5268.800870655768,0.8156160298297586,111,-3.8365691845399494,-5.384727371106139,-1.137202365265264,0.5294043279916232,-0.9689855295798034,7,7,1.0,150
1,Futures Swing Trading,RandomForest,fixed_50,futures_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_80,spot_day_trading,,,,,-24.173993136975913,-37.18048888753038,-79.8208431068172,758260.0686302409,55.646849969841284,38,0.21052631578947367,0.4856651768123993,57066.26365666516,31333.665733094676,-12723.15428261892,-12723.154282618922,0.33648385939980346,111,-1.3345231900696397,-1.4866023166064353,-1.1049709473093408,0.7525838611366282,-0.7184295014951327,1,10,0.25333333333333335,150
1,Spot Swing Trading,RandomForest,fixed_80,spot_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Futures Day Trading,RandomForest,fixed_80,futures_day_trading,,,,,-92.72139836365936,-98.77470529357522,-148.36824833350065,72786.01636340644,55.646849969841284,150,0.41333333333333333,0.5800861163068641,20659.53396177729,25092.103287122576,-6181.426557577287,-6181.426557577299,0.939407408631603,111,-3.8365691845399486,-5.384727371106144,-1.051457593223119,0.5294043279916233,-0.9870200885335031,7,7,1.0,150
1,Futures Swing Trading,RandomForest,fixed_80,futures_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,kelly,spot_day_trading,,,,,-3.080485651972087,-5.120832547851739,-58.727335621813374,969195.1434802791,55.646849969841284,38,0.21052631578947367,0.500398656966652,7713.5044998716185,4110.5916346137965,-1621.308237880025,-1621.3082378800252,0.048845020027277974,111,-1.312719903741486,-1.464267146559909,-1.0483837543708572,0.7548916010056079,-0.6306652449424239,1,10,0.25333333333333335,150
1,Spot Swing Trading,RandomForest,kelly,spot_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Futures Day Trading,RandomForest,kelly,futures_day_trading,,,,,-6.862985284275269,-11.258761256469052,-62.50983525411655,931370.1471572473,55.646849969841284,150,0.41333333333333333,0.5344449095313438,1270.7298838292093,1675.1716550018643,-457.5323522850199,-457.5323522850206,0.0686298528427527,150,-1.939866485901411,-1.9547932791625227,-1.640504939193961,0.5745315477471591,-1.0,7,7,1.0,150
1,Futures Swing Trading,RandomForest,kelly,futures_swing_trading,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
