fold,strategy,model,position_strategy,trading_method,confidence_threshold,entry_date,entry_price,exit_date,exit_price,total_return_pct,annual_return_pct,alpha_pct,final_capital,buy_hold_return_pct,num_trades,win_rate,profit_factor,avg_win,avg_loss,avg_trade,expectancy,max_drawdown,max_dd_duration,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,recovery_factor,max_consecutive_wins,max_consecutive_losses,trading_frequency,days
1,Spot Day Trading,RandomForest,fixed_30,spot_day_trading,0.4,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_30,spot_day_trading,0.5,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_50,spot_day_trading,0.0,,,,,-15.30193293878871,-24.34676934618869,-70.94878290863,846980.6706121129,55.646849969841284,38,0.21052631578947367,0.4910497694840596,36909.35867459737,20043.784272418452,-8053.648915151961,-8053.648915151964,0.22410885411454742,111,-1.3290706763774653,-1.480310277455456,-1.0863814123891986,0.7530148857013579,-0.6827902002911286,1,10,0.25333333333333335,150
1,Spot Day Trading,RandomForest,fixed_50,spot_day_trading,0.1,,,,,27.784532718561362,50.967521748613095,-27.862317251279922,1277845.3271856136,55.646849969841284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.09178508254493034,26,1.9459081678478012,2.95889732005713,5.5529199664513715,1.3970070927272544,3.027129458096893,0,0,0.006666666666666667,150
1,Spot Day Trading,RandomForest,fixed_50,spot_day_trading,0.2,,,,,28.097309934601977,51.58883527726952,-27.549540035239307,1280973.0993460198,55.646849969841284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.09194291532153044,32,1.856869056663963,2.718501872784735,5.6109636176816835,1.3887699904979771,3.055951601745913,0,0,0.006666666666666667,150
1,Spot Day Trading,RandomForest,fixed_50,spot_day_trading,0.3,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_50,spot_day_trading,0.4,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_50,spot_day_trading,0.5,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_80,spot_day_trading,0.0,,,,,-24.173993136975913,-37.18048888753038,-79.8208431068172,758260.0686302409,55.646849969841284,38,0.21052631578947367,0.4856651768123993,57066.26365666516,31333.665733094676,-12723.15428261892,-12723.154282618922,0.33648385939980346,111,-1.3345231900696397,-1.4866023166064353,-1.1049709473093408,0.7525838611366282,-0.7184295014951327,1,10,0.25333333333333335,150
1,Spot Day Trading,RandomForest,fixed_80,spot_day_trading,0.1,,,,,44.455252349698156,85.50345665782963,-11.191597620143128,1444552.5234969817,55.646849969841284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1352705895223037,26,2.0236161622022686,3.1119693118934877,6.3209199397871805,1.4149172359394913,3.2863945153701204,0,0,0.006666666666666667,150
1,Spot Day Trading,RandomForest,fixed_80,spot_day_trading,0.2,,,,,44.95569589536319,86.58437802090373,-10.691154074478092,1449556.9589536318,55.646849969841284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13535620028564702,32,1.9283383063518704,2.8473585708344125,6.396779596219576,1.4060930813183101,3.321288260197285,0,0,0.006666666666666667,150
1,Spot Day Trading,RandomForest,fixed_80,spot_day_trading,0.3,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_80,spot_day_trading,0.4,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,fixed_80,spot_day_trading,0.5,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,kelly,spot_day_trading,0.0,,,,,-3.080485651972087,-5.120832547851739,-58.727335621813374,969195.1434802791,55.646849969841284,38,0.21052631578947367,0.500398656966652,7713.5044998716185,4110.5916346137965,-1621.308237880025,-1621.3082378800252,0.048845020027277974,111,-1.312719903741486,-1.464267146559909,-1.0483837543708572,0.7548916010056079,-0.6306652449424239,1,10,0.25333333333333335,150
1,Spot Day Trading,RandomForest,kelly,spot_day_trading,0.1,,,,,5.556906543712281,9.510958253922785,-50.089943426129004,1055569.0654371227,55.646849969841284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02115581784402617,26,1.8178944538637787,2.6979944729219216,4.495670327681718,1.3690272337870781,2.626656451989348,0,0,0.006666666666666667,150
1,Spot Day Trading,RandomForest,kelly,spot_day_trading,0.2,,,,,5.619461986920404,9.620010045409844,-50.02738798292088,1056194.619869204,55.646849969841284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02122759644947573,32,1.7375510148567073,2.4921282685374417,4.531841401972494,1.3614211348744216,2.647243648283689,0,0,0.006666666666666667,150
1,Spot Day Trading,RandomForest,kelly,spot_day_trading,0.3,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,kelly,spot_day_trading,0.4,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,kelly,spot_day_trading,0.5,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,confidence_based,spot_day_trading,0.0,,,,,-2.025763436852035,-3.3797911472950637,-57.672613406693316,979742.3656314797,55.646849969841284,38,0.21052631578947367,0.4051611228438912,3449.508010535007,2270.377760710672,-1066.191282553687,-1066.191282553687,0.027323627709722832,111,-1.5877063065849693,-1.6588778564488107,-1.2369481765748112,0.701355814402162,-0.7413962224830004,1,10,0.25333333333333335,150
1,Spot Day Trading,RandomForest,confidence_based,spot_day_trading,0.1,,,,,3.0415426326615647,5.162463491848346,-52.60530733717972,1030415.4263266156,55.646849969841284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.011913283855367583,26,1.8010680550930838,2.6632585691306527,4.3333673188038535,1.3654699205660337,2.5530682132543845,0,0,0.006666666666666667,150
1,Spot Day Trading,RandomForest,confidence_based,spot_day_trading,0.2,,,,,3.5879167370398646,6.100953395781383,-52.05893323280142,1035879.1673703986,55.646849969841284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.013866618279616012,32,1.7249634242228353,2.4677234870358133,4.39974135925398,1.3586343403524992,2.587448983371899,0,0,0.006666666666666667,150
1,Spot Day Trading,RandomForest,confidence_based,spot_day_trading,0.3,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
1,Spot Day Trading,RandomForest,confidence_based,spot_day_trading,0.4,,,,,0.0,0.0,-55.646849969841284,1000000.0,55.646849969841284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,0.0,0.0,0.0,0.0,0,0,0.0,150
