model,confidence_threshold,total_predictions,base_accuracy,date_start,date_end,initial_capital,final_capital,total_return,total_return_pct,annual_return_pct,num_trades,num_wins,num_losses,win_rate,avg_profit_per_trade,avg_win,avg_loss,expectancy,profit_factor,max_drawdown,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,recovery_factor,max_consecutive_wins,max_consecutive_losses,num_days,years,sufficient_trades,t_statistic,p_value,is_significant,is_very_significant,confidence_95_lower,confidence_95_upper,stat_warning
DTW_LSTM,0.15,368,58.96739130434783,2022-11-09,2025-10-05,10000.0,15182.573698664786,5182.573698664786,51.82573698664786,33.10126243350764,211,124,87,58.767772511848335,24.56196065717907,71.54160441765428,42.397531599130446,24.56196065717906,2.4050302076914445,-463.5942336872358,3.1655366368552476,4.719291576923062,9.330413438523458,10.456761753479995,11.179115964072178,8,4,368,1.4603174603174602,True,4.318349295366458,2.4231529453634403e-05,True,True,0.0010888442346821735,0.0029179394434145226,
DTW_LSTM,0.2,368,58.96739130434783,2022-11-09,2025-10-05,10000.0,14643.112307233585,4643.112307233585,46.43112307233585,29.84429333905487,170,101,69,59.411764705882355,27.312425336668213,75.40579251592291,43.08511212861765,27.31242533666821,2.561826797912278,-393.6518627169389,2.9604411995684647,5.00882597407479,11.177394337448012,10.081028916705115,11.79497100607468,8,4,368,1.4603174603174602,True,4.113960648388985,6.063937609889459e-05,True,True,0.0011815083050977318,0.0033614788214967064,
DecisionTree,0.0,518,53.28185328185329,2022-10-10,2025-10-05,10000.0,11444.84951161329,1444.8495116132908,14.448495116132909,6.785679388888788,518,249,269,48.06949806949807,2.7892847714541817,17.67498529177769,10.989672215759775,2.789284771454181,1.488748678765089,-332.2456673726083,2.823672215367591,1.5265632329733485,2.3814221396411193,2.403139908364121,4.3487384592224485,8,12,518,2.0555555555555554,True,2.188665578457486,0.029067766754792675,True,False,2.706429010704243e-05,0.0005015749225145845,
DecisionTree,0.05,518,53.28185328185329,2022-10-10,2025-10-05,10000.0,11605.917299913517,1605.9172999135171,16.05917299913517,7.514165626166447,502,243,259,48.40637450199203,3.1990384460428816,19.425008906089307,12.024555460487163,3.1990384460428816,1.5156492409048956,-388.21381947917143,3.239616901226011,1.636995135115465,2.5740321582865193,2.319461175586151,4.136682465523817,8,12,518,2.0555555555555554,True,2.3104627811883227,0.021267880187355353,True,False,4.503611715331524e-05,0.0005568642874832896,
DecisionTree,0.1,518,53.28185328185329,2022-10-10,2025-10-05,10000.0,11605.917299913517,1605.9172999135171,16.05917299913517,7.514165626166447,502,243,259,48.40637450199203,3.1990384460428816,19.425008906089307,12.024555460487163,3.1990384460428816,1.5156492409048956,-388.21381947917143,3.239616901226011,1.636995135115465,2.5740321582865193,2.319461175586151,4.136682465523817,8,12,518,2.0555555555555554,True,2.3104627811883227,0.021267880187355353,True,False,4.503611715331524e-05,0.0005568642874832896,
DecisionTree,0.15,518,53.28185328185329,2022-10-10,2025-10-05,10000.0,11523.143588256833,1523.143588256833,15.23143588256833,7.140445188847444,487,235,252,48.25462012320328,3.127604904018138,19.122385331320874,11.788162557950685,3.1276049040181357,1.5127364471441023,-357.86645648622834,3.0148103401793467,1.6060162824907736,2.5400158821989174,2.368455850666437,4.25617869641115,8,12,518,2.0555555555555554,True,2.232616624442395,0.02602896606536348,True,False,3.5426612246874966e-05,0.0005553577135718395,
DecisionTree,0.2,518,53.28185328185329,2022-10-10,2025-10-05,10000.0,11404.31304625153,1404.3130462515292,14.043130462515292,6.60151101068327,472,226,246,47.88135593220339,2.9752395047701636,19.569820648404725,12.270188700357519,2.9752395047701663,1.4652405727666014,-316.51505210031974,2.702898262009842,1.4731175206131935,2.0990679644350845,2.442382350630714,4.43679703992855,9,12,518,2.0555555555555554,True,2.0160816825124965,0.04435867648555426,True,False,7.170348135157611e-06,0.0005589739282172229,
EMD_LSTM,0.0,368,54.347826086956516,2022-11-09,2025-10-05,10000.0,10004.11057280109,4.110572801089802,0.04110572801089802,0.028146664354600226,368,179,189,48.641304347826086,0.011170034785552969,9.447841891018426,8.92620701423923,0.011170034785553007,1.002436540224185,-311.08619973304303,3.0274832928401376,0.02690117487316845,0.02709867874999039,0.009297050266525277,0.013213613476320288,8,6,368,1.4603174603174602,True,0.03250834698165621,0.9740843317779653,False,False,-0.0002503128452998432,0.0002587280539487443,
EMD_LSTM,0.05,368,54.347826086956516,2022-11-09,2025-10-05,10000.0,10396.397996946256,396.39799694625617,3.963979969462562,2.697793844524776,315,157,158,49.84126984126984,1.258406339511925,15.842754322652416,13.233635643735273,1.2584063395119252,1.1895811664669795,-324.0571132870591,3.149963355826187,0.5812247786137111,0.6695535598791601,0.8564524534975698,1.223234981406242,8,6,368,1.4603174603174602,True,0.649829057593762,0.5162777508330505,False,False,-0.0002629534261645415,0.0005223028378899831,
EMD_LSTM,0.1,368,54.347826086956516,2022-11-09,2025-10-05,10000.0,10357.72180863104,357.7218086310404,3.577218086310404,2.436017989925232,265,132,133,49.81132075471698,1.3498936174756475,16.958966279223652,14.141817595687787,1.3498936174756473,1.1901903797500677,-282.56367271605814,2.660448169987145,0.7743164921702543,0.9980156333180009,0.9156419649163857,1.2659865480673695,8,6,368,1.4603174603174602,True,0.7940377973751472,0.42788657927444684,False,False,-0.00020204292760151542,0.0004751257866286603,
EMD_LSTM,0.15,368,54.347826086956516,2022-11-09,2025-10-05,10000.0,9989.747789673871,-10.252210326128989,-0.1025221032612899,-0.07021670246621925,228,118,110,51.75438596491229,-0.0449658347636922,8.367707399062839,9.069469849232151,-0.04496583476369054,0.9897235545621731,-191.12302347067998,1.8802635339401033,-0.02664838200629752,-0.0300274739106821,-0.03734407501861175,-0.05364194297450391,8,6,368,1.4603174603174602,True,-0.025347667317787297,0.9797999216107548,False,False,-0.00023271170181016923,0.0002268006405590232,
EMD_LSTM,0.2,368,54.347826086956516,2022-11-09,2025-10-05,10000.0,11603.36292281652,1603.3629228165191,16.033629228165193,10.71995870170257,198,107,91,54.04040404040404,8.097792539477325,35.48827444509441,24.108598272621887,8.097792539477329,1.7308335631529543,-322.7629907992614,2.8621906965499067,2.482990560522375,4.147060691234612,3.745368439155518,4.967617008524102,8,4,368,1.4603174603174602,True,2.200935894439899,0.028902449690523236,True,False,7.934849328119131e-05,0.0014468539244719106,
ExtraTrees,0.0,518,60.231660231660236,2022-10-10,2025-10-05,10000.0,10864.610151288756,864.6101512887562,8.646101512887562,4.116700341543633,518,285,233,55.01930501930502,1.6691315661945028,15.469206773740543,15.210788752048506,1.6691315661945048,1.243956657474258,-351.87588632607003,3.2216924275651753,0.8630758957807706,1.0017164400786602,1.277806753469284,2.45714521763948,8,5,518,2.0555555555555554,True,1.2374099309417286,0.21649663971931807,False,False,-9.676631656488e-05,0.0004261043625029163,
ExtraTrees,0.05,518,60.231660231660236,2022-10-10,2025-10-05,10000.0,12777.915269930982,2777.9152699309816,27.77915269930982,12.66560503972749,386,219,167,56.73575129533679,7.196671683759023,32.005877243777945,25.337555966804707,7.1966716837590265,1.6565046445297362,-439.4626074428561,3.6257338319668433,2.264271797547678,2.885492080903342,3.493252849411952,6.321164128377402,8,5,518,2.0555555555555554,True,2.8023471840325778,0.005329613417997909,True,False,0.00019259677498951994,0.0010982941622566308,
ExtraTrees,0.1,518,60.231660231660236,2022-10-10,2025-10-05,10000.0,13677.010533880544,3677.0105338805442,36.77010533880544,16.45492822118666,266,163,103,61.278195488721806,13.823347871731421,47.38683334498386,39.29168253739623,13.823347871731427,1.908567134098206,-453.750059288157,3.5507528589619626,3.383443630896362,4.41492646153589,4.634208258019157,8.103603423543433,8,5,518,2.0555555555555554,True,3.4761578827589545,0.0005941933647755678,True,True,0.0005174695810394848,0.001869478470915376,
ExtraTrees,0.15,518,60.231660231660236,2022-10-10,2025-10-05,10000.0,15430.875951254575,5430.875951254575,54.30875951254575,23.49502754754653,167,106,61,63.47305389221557,32.52021527697351,82.36905528762357,54.102359167762664,32.52021527697351,2.645598355945724,-306.45083956298004,2.3408578028942277,4.993711510909916,7.555511225060332,10.036930700573683,17.721850457317647,9,4,518,2.0555555555555554,True,4.065195297467187,7.394888431969446e-05,True,True,0.0013555455882092453,0.003915602898049174,
ExtraTrees,0.2,518,60.231660231660236,2022-10-10,2025-10-05,10000.0,13348.180499413533,3348.1804994135327,33.48180499413533,15.084316443123491,96,62,34,64.58333333333334,34.87688020222426,80.82347645078247,48.90808942749956,34.87688020222427,3.0134889380120478,-396.7704005202377,3.2091686526143604,5.43375221899639,9.726499763062545,4.7003813373395005,8.438584367743822,7,5,518,2.0555555555555554,True,3.353784681020373,0.001146260462702419,True,True,0.0012452773989094852,0.004858178194055849,
GRU,0.0,368,57.88043478260869,2022-11-09,2025-10-05,10000.0,11985.11307265448,1985.1130726544798,19.851130726544795,13.201652547452781,368,195,173,52.9891304347826,5.394329001778495,26.172977680706133,18.026691185452087,5.394329001778489,1.636536229550851,-281.89788129960834,2.658409179775081,1.9662014066584454,2.7003413862015098,4.965997201593221,7.0419581144160865,10,6,368,1.4603174603174602,True,2.376028477002534,0.01801272079294667,True,False,8.624149020359845e-05,0.0009143565439678044,
GRU,0.05,368,57.88043478260869,2022-11-09,2025-10-05,10000.0,13482.275026561316,3482.275026561316,34.82275026561316,22.704240138787448,298,164,134,55.033557046979865,11.685486666313146,41.62380275027025,24.95543749614182,11.685486666313142,2.041341273536403,-318.37165086531786,3.0368919663847054,3.064880762906001,4.75891440817272,7.476143501349476,10.937767282660596,10,8,368,1.4603174603174602,True,3.3328935656738268,0.0009683108617565719,True,True,0.00041645168887938005,0.001617366091488207,
GRU,0.1,368,57.88043478260869,2022-11-09,2025-10-05,10000.0,13040.391792681221,3040.391792681221,30.403917926812206,19.935852122237428,248,146,102,58.87096774193549,12.259644325327509,39.41804804824188,26.614149238844043,12.25964432532751,2.1199968259680495,-339.86589907556663,3.1949275923044183,3.3380707307612827,5.043169563458679,6.239844737094094,8.945857177642917,9,6,368,1.4603174603174602,True,3.311472133718999,0.0010668589500651248,True,True,0.0004393238576360258,0.0017290268710029458,
GRU,0.15,368,57.88043478260869,2022-11-09,2025-10-05,10000.0,13055.014758937166,3055.0147589371663,30.55014758937166,20.027933086954274,213,127,86,59.624413145539904,14.342792295479606,42.46593305277918,27.18789231123022,14.342792295479608,2.3065899711110935,-355.76492712028994,3.3628982830041148,3.5844327498050146,5.0581414466860615,5.955557201409939,8.587172388424381,9,6,368,1.4603174603174602,True,3.2954138908147903,0.0011519234881865329,True,True,0.0005095174451718157,0.0020264662804911925,
GRU,0.2,368,57.88043478260869,2022-11-09,2025-10-05,10000.0,15359.447293040135,5359.447293040135,53.59447293040135,34.16114661253597,180,108,72,60.0,29.774707183556288,72.72313569221384,34.647935579430026,29.774707183556295,3.1483752701007313,-306.9682298623993,2.5914689548662486,5.734841626861296,11.418370384449922,13.18215545217639,17.45928982762335,8,4,368,1.4603174603174602,True,4.846825801136031,2.70933523261767e-06,True,True,0.0014281876924853415,0.0033897193149464624,
GradientBoosting,0.0,518,61.77606177606177,2022-10-10,2025-10-05,10000.0,11531.419699402313,1531.4196994023132,15.314196994023133,7.1778734372594855,518,292,226,56.37065637065637,2.95640868610483,17.14244012064565,15.372446087726665,2.956408686104832,1.4408012440907034,-206.06163365785505,1.8936746134578786,1.5744486112669063,1.9824790893814312,3.7904470948958755,7.4318526560120555,8,5,518,2.0555555555555554,True,2.2573198450602474,0.024404566746132523,True,False,3.61918061752723e-05,0.0005219267159863141,
