model,confidence_threshold,total_predictions,base_accuracy,date_start,date_end,initial_capital,final_capital,total_return,total_return_pct,annual_return_pct,num_trades,num_wins,num_losses,win_rate,avg_profit_per_trade,avg_win,avg_loss,expectancy,profit_factor,max_drawdown,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,recovery_factor,max_consecutive_wins,max_consecutive_losses,num_days,years,sufficient_trades,t_statistic,p_value,is_significant,is_very_significant,confidence_95_lower,confidence_95_upper,stat_warning
BiLSTM,0.0,368,58.69565217391305,2022-11-09,2025-10-05,10000.0,9975.637184356348,-24.36281564365163,-0.24362815643651628,-0.1668964531700512,368,198,170,53.80434782608695,-0.06620330337952346,9.214855444633091,10.875907021653036,-0.06620330337952307,0.986823105422699,-225.89036111945643,2.2222103010688743,-0.029504724659331388,-0.027982912343561737,-0.0751038068223222,-0.10785239141199109,7,5,368,1.4603174603174602,True,-0.03565457015709899,0.9715771798388805,False,False,-0.00023263318068923437,0.00022434745920328313,
BiLSTM,0.05,368,58.69565217391305,2022-11-09,2025-10-05,10000.0,10829.62666642822,829.6266664282193,8.296266664282195,5.609433434115774,321,170,151,52.95950155763239,2.5845067489975286,20.831712496550665,17.958705019770903,2.5845067489975264,1.3059361088626935,-319.8880409302892,2.9040617272586466,1.1811406228422903,1.430772926098099,1.9315820257756444,2.593490722615084,7,9,368,1.4603174603174602,True,1.3330727541023646,0.18345620482399436,False,False,-0.00012092553429073164,0.0006291845507675328,
BiLSTM,0.1,368,58.69565217391305,2022-11-09,2025-10-05,10000.0,11730.881610619372,1730.8816106193717,17.308816106193717,11.55175946600604,281,153,128,54.44839857651246,6.159721034232688,29.00049918404414,21.142146597963812,6.159721034232691,1.6395997927791446,-309.38960941030564,2.630429781390681,2.068279299860863,2.7107861695584874,4.391586328489158,5.594504656825482,7,6,368,1.4603174603174602,True,2.184047477432756,0.029788423480115622,True,False,5.70562936973827e-05,0.001099048701911751,
BiLSTM,0.15,368,58.69565217391305,2022-11-09,2025-10-05,10000.0,10195.336591172405,195.33659117240495,1.9533659117240494,1.333547746930397,254,144,110,56.69291338582677,0.769041697529135,9.642665764571591,10.847338899326447,0.7690416975291336,1.1637071736171742,-180.0968528545618,1.780166940448351,0.5331426311639273,0.4814081270224759,0.7491138705196553,1.0846196814452393,7,5,368,1.4603174603174602,True,0.535254095392043,0.5929443191747322,False,False,-0.00021147016159510221,0.00036932225882759044,
BiLSTM,0.2,368,58.69565217391305,2022-11-09,2025-10-05,10000.0,11012.09478599731,1012.0947859973094,10.120947859973093,6.8247308727797495,222,126,96,56.75675675675676,4.558985522510372,23.63560542655199,20.479078101544257,4.558985522510371,1.5148012019159323,-234.10367060072895,2.2837540930313884,1.7913156508998456,2.0791588054285075,2.9883825467919802,4.32327602296962,7,4,368,1.4603174603174602,True,1.6813120950676566,0.09411491611598523,False,False,-7.609251572137304e-05,0.0009600990212289896,
CatBoost,0.0,518,63.32046332046332,2022-10-10,2025-10-05,10000.0,12362.471106508434,2362.471106508434,23.624711065084337,10.868450717303002,518,297,221,57.33590733590733,4.560755031869574,23.484977698830615,20.871345113322416,4.56075503186957,1.5121813879769765,-306.34406319869413,2.6751228901046833,1.8639230809315857,2.29883725576208,4.062785585479289,7.7118227193328694,8,5,518,2.0555555555555554,True,2.6723454358202865,0.007770109514208481,True,False,0.0001101149747193112,0.0007213984247969474,
CatBoost,0.05,518,63.32046332046332,2022-10-10,2025-10-05,10000.0,13246.717497879217,3246.7174978792173,32.46717497879217,14.657911143347224,234,143,91,61.111111111111114,13.874861102047964,41.84535206790541,30.078767558585167,13.874861102047966,2.186159445958605,-270.28790979161386,2.6373851629840783,3.732069805443212,5.3993752943036535,5.557743840024671,12.01207075959249,15,4,518,2.0555555555555554,True,3.596312450921203,0.00039400773333508145,True,True,0.0005496264713867389,0.001881479203632456,
CatBoost,0.1,518,63.32046332046332,2022-10-10,2025-10-05,10000.0,12771.780222323245,2771.7802223232447,27.717802223232447,12.639285783299004,202,127,75,62.87128712871287,13.721684268927001,39.003390095973614,29.088670931538612,13.721684268926994,2.2704970164486613,-285.15083585998036,2.7806323526351666,3.6519341151947873,4.808063207175283,4.545471741821938,9.720400131263482,13,4,518,2.0555555555555554,True,3.2696280320381246,0.00126692595539216,True,True,0.0004866225852121134,0.0019653503467470562,
CatBoost,0.15,518,63.32046332046332,2022-10-10,2025-10-05,10000.0,11895.652954859028,1895.652954859028,18.95652954859028,8.811646553255281,177,110,67,62.14689265536724,10.70990369976853,35.11143956472399,29.352319362098637,10.709903699768534,1.9639213629229266,-293.2951159579661,2.8659732477120103,3.0150587268900466,3.6634270366674477,3.074573902701246,6.463295335373758,13,5,518,2.0555555555555554,True,2.526865573122715,0.012389804364084586,True,False,0.00021784842452682762,0.0017718232173383056,
CatBoost,0.2,518,63.32046332046332,2022-10-10,2025-10-05,10000.0,14423.118186169304,4423.118186169304,44.231181861693045,19.503364606248397,157,102,55,64.96815286624204,28.17272730044145,63.363012409170345,37.089255992110324,28.172727300441444,3.1682918275505685,-234.41618423950422,1.8628090820992043,5.805209525707657,12.420943115149125,10.469867681915103,18.868655338447883,12,4,518,2.0555555555555554,True,4.582130512761351,9.369432297634489e-06,True,True,0.0013403335226269875,0.003371559843694717,
DTW_LSTM,0.0,368,58.96739130434783,2022-11-09,2025-10-05,10000.0,10869.980907078527,869.9809070785268,8.699809070785268,5.878758274726459,368,195,173,52.9891304347826,2.3640785518438614,17.09444540415511,14.239514142957834,2.3640785518438605,1.3531575108468983,-334.6648629954907,3.0005215266859318,1.1621978620126572,1.4612545083857027,1.9592454919727011,2.5995585532690026,10,7,368,1.4603174603174602,True,1.404441684713548,0.16103310387874906,False,False,-9.271843240377293e-05,0.0005561203857478832,
DTW_LSTM,0.05,368,58.96739130434783,2022-11-09,2025-10-05,10000.0,11619.560935550146,1619.5609355501456,16.195609355501457,10.825777053453223,304,168,136,55.26315789473685,5.327503077467564,29.35614642506973,24.354938704864516,5.32750307746757,1.4889577606874171,-439.1915829024765,3.9863203021323885,1.7781469438869608,2.2204994425135225,2.7157318612009744,3.6875955701313448,8,4,368,1.4603174603174602,True,1.9530086602760903,0.051738887282435336,False,False,-3.82319882994591e-06,0.0010117907916984414,
DTW_LSTM,0.1,368,58.96739130434783,2022-11-09,2025-10-05,10000.0,11682.30054262689,1682.30054262689,16.8230054262689,11.23520427336777,257,144,113,56.03112840466926,6.545916508275867,32.180179630026686,26.12075508050394,6.545916508275868,1.569953486244692,-338.4642812218208,3.2299815974990977,2.077132008943427,2.579382504654058,3.4784112336946245,4.970393143270423,8,5,368,1.4603174603174602,True,2.097637264292645,0.03691789202420824,True,False,3.7711326444914346e-05,0.0011948004217086678,
