fold,date_start,date_end,num_days,accuracy,initial_capital,final_capital,total_return,total_return_pct,annual_return_pct,num_trades,num_wins,num_losses,win_rate,avg_profit_per_trade,avg_win,avg_loss,expectancy,profit_factor,max_drawdown,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,recovery_factor,max_consecutive_wins,max_consecutive_losses,years,sufficient_trades,t_statistic,p_value,is_significant,is_very_significant,confidence_95_lower,confidence_95_upper,stat_warning
1,2022-10-10,2022-12-08,60,51.66666666666667,10000.0,9955.15018166165,-44.849818338350815,-0.44849818338350816,-1.8702194469965683,52,25,27,48.07692307692308,-0.8624965065067234,17.845613292824538,18.184820394776413,-0.8624965065067229,0.9086543420918806,-194.533953484206,1.9168425459769483,-0.3550127427630203,-0.34667003641765354,-0.9756771368215756,-0.2305500789711351,4,5,0.23809523809523808,True,-0.1612669392019977,0.8725203193855788,False,False,-0.0010774362789146787,0.0009172086983594561,
2,2023-06-07,2023-08-05,60,65.0,10000.0,10124.695863656762,124.6958636567615,1.246958636567615,5.342675013805542,57,33,24,57.89473684210527,2.1876467308203433,13.232851910193446,12.999510390817674,2.1876467308203438,1.3996812825634048,-119.75397149466153,1.1777167052146609,1.6040604402921317,1.5855825436531423,4.536468736623499,1.0412670419228667,5,3,0.23809523809523808,True,0.7628829095241096,0.44873500367855634,False,False,-0.0003573116382044271,0.0007968411676856542,
3,2024-02-02,2024-04-01,60,65.0,10000.0,10979.420805793114,979.4208057931137,9.794208057931137,48.058589646346995,57,32,25,56.14035087719298,17.182821154265255,53.213111274160134,28.935950199200192,17.182821154265252,2.3539155259123876,-208.3005279804347,1.8894073134563922,4.931794150290827,8.678253598924519,25.435801642172585,4.701960265242866,7,4,0.23809523809523808,True,2.3455359761023997,0.022567275730232417,True,False,0.0002414464774403999,0.0030675178575140984,
4,2024-09-29,2024-11-27,60,56.666666666666664,10000.0,10515.363338920382,515.3633389203824,5.153633389203824,23.498587603957045,55,32,23,58.18181818181818,9.370242525825084,32.75966682045026,23.171565188436023,9.37024252582509,1.9670085516438438,-139.70619758602516,1.3409967446327762,3.8974813203583527,7.10677022673672,17.52322494294495,3.688908207547797,5,5,0.23809523809523808,True,1.820812041217806,0.07417798806210099,False,False,-9.3103569919895e-05,0.0019350836503619867,
5,2025-01-01,2025-10-05,278,63.66906474820144,10000.0,14282.149728757691,4282.149728757691,42.82149728757692,38.13905610393189,256,152,104,59.375,16.727147377959742,51.870570679452776,34.636317447299305,16.727147377959742,2.1887671570547007,-375.08823769615447,3.0476065540513257,4.04499330300534,6.807061193679409,12.514429086402858,11.416379663247417,8,4,1.1031746031746033,True,4.07697003225671,6.10102956408961e-05,True,True,0.0007280915568812491,0.002088689342584606,
