model,strategy_type,confidence_threshold,total_predictions,base_accuracy,date_start,date_end,initial_capital,final_capital,total_return,total_return_pct,annual_return_pct,num_trades,num_wins,num_losses,win_rate,avg_profit_per_trade,avg_win,avg_loss,expectancy,profit_factor,max_drawdown,max_drawdown_pct,sharpe_ratio,sortino_ratio,calmar_ratio,recovery_factor,max_consecutive_wins,max_consecutive_losses,num_days,years,sufficient_trades,t_statistic,p_value,is_significant,is_very_significant,confidence_95_lower,confidence_95_upper,stat_warning
AdaBoost,trend_following,0.05,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,20456.069594944765,10456.069594944765,104.56069594944766,41.64811399382844,433,254,179,58.66050808314087,24.147966731974098,79.3189445227573,54.13934253539425,24.147966731974094,2.0789528258791568,-687.6153835955356,4.409688728456216,3.382981847904575,5.26904576698603,9.44468341383565,15.206276421958533,7,4,518,2.0555555555555554,True,4.434486583508588,1.1721646784915077e-05,True,True,0.0009382611914323959,0.002432074634208784,
AdaBoost,trend_following,0.1,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,21694.556779239243,11694.556779239243,116.94556779239242,45.75723128435416,362,217,145,59.94475138121547,32.305405467511754,88.18231521751734,51.31728015835867,32.305405467511754,2.5716366001863142,-378.59762105898517,2.6564603583392583,4.3605268003345445,8.05907677922074,17.224887674574692,30.889144909384523,8,4,518,2.0555555555555554,True,5.226283627344718,2.932235899077738e-07,True,True,0.0013550674048828917,0.0029900618573964234,
AdaBoost,trend_following,0.15,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,20713.690808453764,10713.690808453764,107.13690808453764,42.51316814349697,300,179,121,59.66666666666667,35.71230269484584,90.98580166781224,46.055931323013546,35.712302694845846,2.922508061392208,-343.1692866114936,2.551080491371216,4.756287692045944,9.452352623150336,16.664769413310818,31.219841712066945,7,4,518,2.0555555555555554,True,5.189535327568417,3.8986229808656263e-07,True,True,0.0015293645945609869,0.0033978005730681492,
AdaBoost,trend_following,0.2,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,18897.870044218882,8897.870044218882,88.97870044218882,36.29223712279577,232,139,93,59.91379310344828,38.35288812163307,91.66769735046528,41.332686962320444,38.35288812163307,3.3147786658067484,-284.63171444448744,2.7684335268521543,5.205042008701488,11.085847052864203,13.10930415008441,31.26099304002281,9,4,518,2.0555555555555554,True,4.99422335210715,1.1647283611419694e-06,True,True,0.0016847562394080565,0.003880207454060071,
AdaBoost,momentum,0.0,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,17643.28313115007,7643.28313115007,76.4328313115007,31.81278851060261,518,300,218,57.91505791505791,14.75537284005805,52.20417491048397,36.77967588071156,14.755372840058048,1.9532691888851978,-675.454517807746,5.007792877879751,2.7068605832741732,3.943415161292954,6.3526566066909345,11.315762837677209,7,5,518,2.0555555555555554,True,3.8808825316435267,0.0001175417825721598,True,True,0.0005520280536629664,0.0016838789560277077,
AdaBoost,momentum,0.05,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,17198.46691033983,7198.46691033983,71.9846691033983,30.185487545403845,433,254,179,58.66050808314087,16.624634896858712,55.96517043612818,39.1993652538365,16.624634896858712,2.025906891094622,-618.5930369853158,4.409688728456219,2.896432307282173,4.201082460607943,6.8452649164584995,11.636837920810136,7,4,518,2.0555555555555554,True,3.796706806050211,0.00016760401643209062,True,True,0.0006160692793410247,0.0019385266834663975,
AdaBoost,momentum,0.1,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,18640.094071910113,8640.094071910113,86.40094071910113,35.3846248429881,362,217,145,59.94475138121547,23.86766318207213,64.18935193418315,36.475829640052645,23.86766318207212,2.6335983651737327,-344.36063825173005,2.572873416394306,3.9566960209433084,7.051723064607494,13.752959868728041,25.090248745543743,8,4,518,2.0555555555555554,True,4.7422746332047545,3.047494275938557e-06,True,True,0.0010219001736329809,0.002469904152800036,
AdaBoost,momentum,0.15,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,18438.382761240202,8438.382761240202,84.38382761240202,34.66990821007974,300,179,121,59.66666666666667,28.127942537467316,69.44384613185322,32.99227848232669,28.127942537467323,3.113788550356562,-308.72275356189857,2.5510804913712097,4.490941278698766,8.614578386726928,13.590283931591907,27.333206457515985,7,4,518,2.0555555555555554,True,4.900018655056872,1.5730952996907668e-06,True,True,0.0012373716843593436,0.0028983447727928754,
AdaBoost,momentum,0.2,518,62.93436293436293,2022-10-10,2025-10-05,10000.0,16980.310590708683,6980.310590708683,69.80310590708683,29.379491977727202,232,139,93,59.91379310344828,30.087545649606383,70.36547968445525,30.11280737022151,30.087545649606376,3.4925309089621317,-285.1871680385084,2.7684335268521547,4.820673539159528,9.731231402605712,10.612316204367431,24.476243579676566,9,4,518,2.0555555555555554,True,4.625422873034927,6.227117965204705e-06,True,True,0.001327889323362721,0.0032986527103949356,
Bagging,kelly,0.0,518,60.810810810810814,2022-10-10,2025-10-05,10000.0,13337.609947053465,3337.6099470534646,33.37609947053465,15.039970809437463,518,286,232,55.21235521235521,6.4432624460491805,29.082867496530348,21.46590584894053,6.443262446049182,1.670190667611275,-261.7226473043647,2.391840570682422,2.353310242687013,3.4179515049948717,6.288032318619954,12.75246900269988,9,5,518,2.0555555555555554,True,3.3739900269761183,0.0007964774006852281,True,True,0.0002353229758743749,0.0008913439776035786,
Bagging,kelly,0.05,518,60.810810810810814,2022-10-10,2025-10-05,10000.0,15130.85736441761,5130.85736441761,51.3085736441761,22.32104434130102,458,262,196,57.20524017467249,11.202745337156372,42.86659266169966,31.123417923202517,11.202745337156372,1.8410979719708953,-294.46476391631586,2.942751033802278,3.191505069887601,5.047350313936171,7.585094384440801,17.42435086690288,9,5,518,2.0555555555555554,True,4.302570619534328,2.066264862971567e-05,True,True,0.0004970667900036727,0.0013328835988188966,
Bagging,kelly,0.1,518,60.810810810810814,2022-10-10,2025-10-05,10000.0,14658.431306726345,4658.431306726345,46.58431306726345,20.447924943171913,405,229,176,56.54320987654321,11.502299522781085,43.061376343565094,29.56036293153448,11.50229952278108,1.8954003629323763,-265.1143482597399,2.0329226526089563,3.2687875573618776,5.371125626064189,10.05838806357439,17.571403951936805,8,5,518,2.0555555555555554,True,4.1439445678620395,4.160752415155066e-05,True,True,0.0005021768553292481,0.0014086641259010825,
Bagging,kelly,0.15,518,60.810810810810814,2022-10-10,2025-10-05,10000.0,14663.25574274984,4663.25574274984,46.6325574274984,20.467208736289066,357,206,151,57.70308123249299,13.062341016106009,45.51770785464494,31.214517055013335,13.062341016106004,1.9893630040200074,-256.23112482969736,2.3547742952843977,3.3983452419678586,5.682469918154514,8.691792150643101,18.199411745350012,8,5,518,2.0555555555555554,True,4.0448398868321,6.423358584854401e-05,True,True,0.0005577097566582135,0.0016132628557124266,
Bagging,kelly,0.2,518,60.810810810810814,2022-10-10,2025-10-05,10000.0,12671.517447017068,2671.5174470170678,26.715174470170677,12.208236501159986,295,168,127,56.949152542372886,9.05599134582055,34.26213682460297,24.2875711772932,9.055991345820551,1.8661043253522076,-230.9579357441762,2.1867482561951967,3.0272581374851457,4.92050405282696,5.582826677269903,11.56711692286777,7,5,518,2.0555555555555554,True,3.275368687678207,0.0011814758410819627,True,True,0.0003240704202139999,0.0012998073009925957,
Bagging,aggressive,0.0,518,60.810810810810814,2022-10-10,2025-10-05,10000.0,21484.473029189496,11484.473029189496,114.84473029189495,45.06885430860994,518,286,232,55.21235521235521,22.17079735364768,107.98838860092431,83.62157806325366,22.170797353647686,1.5919768565175312,-2133.8170255510804,21.201089619677525,2.1793282612907214,3.189094830495529,2.125780095131519,5.382126438991887,9,5,518,2.0555555555555554,True,3.1245484278802085,0.0018807424742473087,True,True,0.000571739354541048,0.002508346662020461,
