fold,strategy,model,position_strategy,trading_method,confidence_threshold,total_return_pct,alpha_pct,final_capital,num_trades,win_rate,max_drawdown,risk_reward_ratio,expectancy,sharpe_ratio,max_consecutive_losses,trading_suspended
1,Improved Spot Day Trading,NaiveBayes,kelly,spot_day_improved,0.3,1.516042884194091,-54.13080708564719,1015160.4288419408,6,0.6666666666666666,0.009602363926402626,2.2621750774386573,2526.7381403234685,1.49073650198142,0.0,False
1,Improved Spot Swing Trading,NaiveBayes,kelly,spot_swing_improved,0.3,-0.8298132765034549,-56.47666324634474,991701.8672349654,9,0.4444444444444444,0.012966332401165738,0.4630337552719576,-922.014751670543,-1.164558539211827,0.0,False
1,Improved Spot Day Trading,NaiveBayes,anti_martingale,spot_day_improved,0.0,-0.24061742565232302,-55.88746739549361,997593.8257434767,20,0.2,0.0024061742565232563,0.531745421322692,-120.30871282616815,-2.359225761240871,5.0,False
1,Improved Spot Swing Trading,NaiveBayes,anti_martingale,spot_swing_improved,0.0,-0.12444536727924671,-55.771295337120534,998755.5463272076,9,0.4444444444444444,0.00195195543245296,0.46607608309379583,-138.2726303102782,-1.1654059294699064,0.0,False
1,Improved Spot Day Trading,NaiveBayes,anti_martingale,spot_day_improved,0.2,0.17082674227815176,-55.47602322756313,1001708.2674227816,8,0.5,0.001668581948449384,2.6192683389366507,213.53342784768353,0.9448328030280234,1.0,False
1,Improved Spot Swing Trading,NaiveBayes,anti_martingale,spot_swing_improved,0.2,-0.12444536727924671,-55.771295337120534,998755.5463272076,9,0.4444444444444444,0.00195195543245296,0.46607608309379583,-138.2726303102782,-1.1654059294699064,0.0,False
1,Improved Spot Day Trading,NaiveBayes,anti_martingale,spot_day_improved,0.3,0.22719829958546267,-55.419651670255824,1002271.9829958547,6,0.6666666666666666,0.0014449046222760563,2.278088489418082,378.6638326424219,1.4919191855859213,0.0,False
1,Improved Spot Swing Trading,NaiveBayes,anti_martingale,spot_swing_improved,0.3,-0.12444536727924671,-55.771295337120534,998755.5463272076,9,0.4444444444444444,0.00195195543245296,0.46607608309379583,-138.2726303102782,-1.1654059294699064,0.0,False
1,Improved Spot Day Trading,NaiveBayes,fixed_risk,spot_day_improved,0.0,-0.24061742565232302,-55.88746739549361,997593.8257434767,20,0.2,0.0024061742565232563,0.531745421322692,-120.30871282616815,-2.359225761240871,5.0,False
1,Improved Spot Swing Trading,NaiveBayes,fixed_risk,spot_swing_improved,0.0,-0.12444536727924671,-55.771295337120534,998755.5463272076,9,0.4444444444444444,0.00195195543245296,0.46607608309379583,-138.2726303102782,-1.1654059294699064,0.0,False
1,Improved Spot Day Trading,NaiveBayes,fixed_risk,spot_day_improved,0.2,0.17082674227815176,-55.47602322756313,1001708.2674227816,8,0.5,0.001668581948449384,2.6192683389366507,213.53342784768353,0.9448328030280234,1.0,False
1,Improved Spot Swing Trading,NaiveBayes,fixed_risk,spot_swing_improved,0.2,-0.12444536727924671,-55.771295337120534,998755.5463272076,9,0.4444444444444444,0.00195195543245296,0.46607608309379583,-138.2726303102782,-1.1654059294699064,0.0,False
1,Improved Spot Day Trading,NaiveBayes,fixed_risk,spot_day_improved,0.3,0.22719829958546267,-55.419651670255824,1002271.9829958547,6,0.6666666666666666,0.0014449046222760563,2.278088489418082,378.6638326424219,1.4919191855859213,0.0,False
1,Improved Spot Swing Trading,NaiveBayes,fixed_risk,spot_swing_improved,0.3,-0.12444536727924671,-55.771295337120534,998755.5463272076,9,0.4444444444444444,0.00195195543245296,0.46607608309379583,-138.2726303102782,-1.1654059294699064,0.0,False
1,Improved Spot Day Trading,KNN,kelly,spot_day_improved,0.0,0.9413087612744508,-54.705541208566835,1009413.0876127444,28,0.32142857142857145,0.008570332099553045,3.472461501018547,294.63539831543454,1.5757757885418793,0.0,False
1,Improved Spot Swing Trading,KNN,kelly,spot_swing_improved,0.0,0.06295154297055738,-55.583898426870725,1000629.5154297056,9,0.3333333333333333,0.0039261889429844385,2.2342740179342018,69.94615885618043,0.14109325108377402,2.0,False
1,Improved Spot Day Trading,KNN,kelly,spot_day_improved,0.2,1.8979566117375724,-53.748893358103714,1018979.5661173757,6,0.8333333333333334,0.013661111540373763,0.5314569215912265,3163.2610195626307,1.239704441568659,0.0,False
1,Improved Spot Swing Trading,KNN,kelly,spot_swing_improved,0.2,0.06295154297055738,-55.583898426870725,1000629.5154297056,9,0.3333333333333333,0.0039261889429844385,2.2342740179342018,69.94615885618043,0.14109325108377402,2.0,False
1,Improved Spot Day Trading,KNN,kelly,spot_day_improved,0.3,1.8979566117375724,-53.748893358103714,1018979.5661173757,6,0.8333333333333334,0.013661111540373763,0.5314569215912265,3163.2610195626307,1.239704441568659,0.0,False
1,Improved Spot Swing Trading,KNN,kelly,spot_swing_improved,0.3,0.06295154297055738,-55.583898426870725,1000629.5154297056,9,0.3333333333333333,0.0039261889429844385,2.2342740179342018,69.94615885618043,0.14109325108377402,2.0,False
1,Improved Spot Day Trading,KNN,anti_martingale,spot_day_improved,0.0,0.14237394791480895,-55.50447602192648,1001423.7394791482,28,0.32142857142857145,0.0012899053187962986,3.500102768721559,44.65915578462554,1.5840923045747195,0.0,False
1,Improved Spot Swing Trading,KNN,anti_martingale,spot_swing_improved,0.0,0.009614022188220162,-55.63723594765307,1000096.1402218821,9,0.3333333333333333,0.0005896220299513377,2.2390751329327507,10.682246875819118,0.14035446598760068,2.0,False
1,Improved Spot Day Trading,KNN,anti_martingale,spot_day_improved,0.2,0.28501010958179585,-55.36183986025949,1002850.101095818,6,0.8333333333333334,0.0020580660138028455,0.539715106224491,475.01684930302207,1.2374257533367183,0.0,False
1,Improved Spot Swing Trading,KNN,anti_martingale,spot_swing_improved,0.2,0.009614022188220162,-55.63723594765307,1000096.1402218821,9,0.3333333333333333,0.0005896220299513377,2.2390751329327507,10.682246875819118,0.14035446598760068,2.0,False
1,Improved Spot Day Trading,KNN,anti_martingale,spot_day_improved,0.3,0.28501010958179585,-55.36183986025949,1002850.101095818,6,0.8333333333333334,0.0020580660138028455,0.539715106224491,475.01684930302207,1.2374257533367183,0.0,False
