datetime,open,high,low,close,volume
2020-01-05 10:00:00,153500.0,155450.0,153500.0,155450.0,2612.17703014
2020-01-05 11:00:00,155450.0,156200.0,155100.0,155400.0,2967.0017796
2020-01-05 12:00:00,155500.0,156200.0,155150.0,156150.0,1401.3384126
2020-01-05 13:00:00,156150.0,157250.0,155450.0,155750.0,1272.84454895
2020-01-05 14:00:00,155700.0,155800.0,155150.0,155600.0,568.50769622
2020-01-05 15:00:00,155600.0,155900.0,155000.0,155250.0,907.62677261
2020-01-05 16:00:00,155300.0,155600.0,155100.0,155500.0,455.8961324
2020-01-05 17:00:00,155550.0,155900.0,154100.0,154300.0,1056.32092526
2020-01-05 18:00:00,154300.0,154950.0,154050.0,154800.0,831.95285755
2020-01-05 19:00:00,154800.0,154950.0,154150.0,154150.0,659.64037388
2020-01-05 20:00:00,154150.0,154650.0,153950.0,154350.0,903.78740671
2020-01-05 21:00:00,154350.0,155250.0,154350.0,155100.0,1322.27931992
2020-01-05 22:00:00,155100.0,155300.0,154200.0,154800.0,1126.7003356
2020-01-05 23:00:00,154800.0,155250.0,154500.0,155100.0,694.31144676
2020-01-06 00:00:00,155000.0,157150.0,154550.0,156400.0,2374.20953875
2020-01-06 01:00:00,156600.0,157300.0,156200.0,156300.0,2088.04734033
2020-01-06 02:00:00,156400.0,157600.0,156350.0,157400.0,821.8772463
2020-01-06 03:00:00,157450.0,157450.0,156650.0,157000.0,363.82983264
2020-01-06 04:00:00,157050.0,157250.0,156900.0,157150.0,79.85480076
2020-01-06 05:00:00,157000.0,157350.0,156900.0,157050.0,215.93391921
2020-01-06 06:00:00,157050.0,157150.0,154500.0,154500.0,1545.85425113
2020-01-06 07:00:00,154500.0,154500.0,153100.0,154100.0,1982.42274414
2020-01-06 08:00:00,154100.0,154450.0,153200.0,154150.0,766.30327864
2020-01-06 09:00:00,154250.0,154650.0,153750.0,154450.0,870.26510259
2020-01-06 10:00:00,154600.0,157100.0,154050.0,156950.0,3904.01470915
2020-01-06 11:00:00,156950.0,159350.0,156700.0,159150.0,6661.38619173
2020-01-06 12:00:00,159100.0,159900.0,158600.0,159550.0,3285.40231996
2020-01-06 13:00:00,159550.0,160000.0,159200.0,159750.0,1966.30677203
2020-01-06 14:00:00,159750.0,159750.0,158500.0,159050.0,1367.18840743
2020-01-06 15:00:00,159050.0,159300.0,158500.0,158500.0,633.30541059
2020-01-06 16:00:00,158500.0,158800.0,158400.0,158400.0,627.63934508
2020-01-06 17:00:00,158450.0,160400.0,158450.0,160350.0,1970.38291623
2020-01-06 18:00:00,160350.0,160500.0,159250.0,160500.0,2020.33356
2020-01-06 19:00:00,160500.0,162500.0,160200.0,162350.0,3412.36898818
2020-01-06 20:00:00,162300.0,163050.0,161150.0,161450.0,1900.92137764
2020-01-06 21:00:00,161450.0,162950.0,161350.0,162350.0,2952.38247868
2020-01-06 22:00:00,162250.0,163150.0,159050.0,159600.0,4240.95145272
2020-01-06 23:00:00,159650.0,160800.0,158850.0,160500.0,2009.04908886
2020-01-07 00:00:00,160450.0,160650.0,159000.0,159000.0,1172.98635223
2020-01-07 01:00:00,159000.0,160250.0,159000.0,159650.0,650.46103508
2020-01-07 02:00:00,159650.0,160500.0,159600.0,160500.0,202.42266994
2020-01-07 03:00:00,160500.0,160700.0,159800.0,159850.0,278.290351
2020-01-07 04:00:00,160350.0,160700.0,160000.0,160550.0,162.1608583
2020-01-07 05:00:00,160700.0,161400.0,160700.0,161400.0,716.88454294
2020-01-07 06:00:00,161400.0,161650.0,160700.0,160700.0,1395.61418468
2020-01-07 07:00:00,160700.0,162850.0,160700.0,162050.0,1898.82885757
2020-01-07 08:00:00,162050.0,163350.0,161950.0,163200.0,2252.58775511
2020-01-07 09:00:00,163100.0,165500.0,162650.0,163050.0,6741.96903119
2020-01-07 10:00:00,163150.0,163600.0,162000.0,163150.0,4093.06884395
2020-01-07 11:00:00,163150.0,164250.0,163100.0,163450.0,2707.59776665
2020-01-07 12:00:00,163350.0,163550.0,162000.0,162400.0,2096.46748104
2020-01-07 13:00:00,162050.0,162300.0,161150.0,161300.0,2681.26010379
2020-01-07 14:00:00,161400.0,163450.0,161200.0,163400.0,2856.35200973
2020-01-07 15:00:00,163400.0,163550.0,162900.0,163300.0,1755.49881995
2020-01-07 16:00:00,163300.0,163450.0,162400.0,163100.0,803.75253193
2020-01-07 17:00:00,163100.0,163750.0,163050.0,163500.0,983.73132817
2020-01-07 18:00:00,163500.0,163700.0,162300.0,162550.0,1057.74756098
2020-01-07 19:00:00,162350.0,163100.0,162350.0,162850.0,420.45472256
2020-01-07 20:00:00,162900.0,164400.0,162900.0,163400.0,1752.4361071
2020-01-07 21:00:00,163400.0,163400.0,161450.0,161750.0,1530.58248516
2020-01-07 22:00:00,161800.0,162150.0,160700.0,161650.0,2177.42736307
2020-01-07 23:00:00,161650.0,161950.0,161100.0,161600.0,779.39242677
2020-01-08 00:00:00,161600.0,161600.0,159400.0,159900.0,2177.02109122
2020-01-08 01:00:00,159900.0,162450.0,159300.0,162100.0,1672.95252892
2020-01-08 02:00:00,162100.0,163750.0,161800.0,163450.0,1259.76473703
2020-01-08 03:00:00,163450.0,164200.0,162850.0,162850.0,1653.63758995
2020-01-08 04:00:00,162800.0,164350.0,162650.0,164000.0,2278.36823361
2020-01-08 05:00:00,164000.0,165750.0,164000.0,165600.0,3193.09166216
2020-01-08 06:00:00,165600.0,166000.0,163100.0,163350.0,2118.98489921
2020-01-08 07:00:00,163350.0,163700.0,162250.0,163400.0,848.54411305
2020-01-08 08:00:00,163400.0,165450.0,163350.0,164750.0,1976.3168622
2020-01-08 09:00:00,164750.0,170100.0,164500.0,170100.0,10466.77657613
2020-01-08 10:00:00,170100.0,170600.0,167550.0,168000.0,7376.25267111
2020-01-08 11:00:00,168000.0,168650.0,165900.0,165900.0,2744.23069828
2020-01-08 12:00:00,165900.0,167100.0,164650.0,166700.0,2084.56293814
2020-01-08 13:00:00,166700.0,167050.0,166050.0,166650.0,924.47743051
2020-01-08 14:00:00,166650.0,166900.0,165800.0,166800.0,1662.89143685
2020-01-08 15:00:00,166800.0,167000.0,165800.0,165850.0,1881.46591051
2020-01-08 16:00:00,165850.0,166400.0,165000.0,165250.0,1694.40873015
2020-01-08 17:00:00,165250.0,165700.0,164200.0,164850.0,1931.78550829
2020-01-08 18:00:00,164850.0,164950.0,163900.0,163900.0,1025.36702549
2020-01-08 19:00:00,163900.0,166000.0,163850.0,165700.0,1067.09693614
2020-01-08 20:00:00,165700.0,166350.0,165000.0,165000.0,1057.2848137
2020-01-08 21:00:00,165000.0,165250.0,163650.0,163800.0,1977.42201914
2020-01-08 22:00:00,163850.0,165150.0,162250.0,164450.0,5083.16014186
2020-01-08 23:00:00,164150.0,164150.0,162000.0,162400.0,2118.86745407
2020-01-09 00:00:00,162200.0,162350.0,160500.0,161800.0,1667.80802927
2020-01-09 01:00:00,161850.0,162100.0,156400.0,157200.0,5237.54876534
2020-01-09 02:00:00,157300.0,158250.0,155300.0,157600.0,3189.24980142
2020-01-09 03:00:00,157650.0,158300.0,157000.0,157900.0,468.71352274
2020-01-09 04:00:00,157900.0,158000.0,155550.0,156350.0,976.05606629
2020-01-09 05:00:00,156400.0,158250.0,156150.0,157950.0,698.05065666
2020-01-09 06:00:00,157950.0,158200.0,157400.0,157800.0,924.40393374
2020-01-09 07:00:00,157800.0,158550.0,156800.0,158400.0,893.04960358
2020-01-09 08:00:00,158400.0,159500.0,158100.0,158300.0,1809.84348464
2020-01-09 09:00:00,158250.0,158250.0,154750.0,156000.0,3756.97641599
2020-01-09 10:00:00,156250.0,159500.0,156250.0,159500.0,2222.87504532
2020-01-09 11:00:00,159500.0,159800.0,157850.0,158300.0,1194.88498898
2020-01-09 12:00:00,158300.0,158300.0,156800.0,157100.0,1287.05647501
2020-01-09 13:00:00,157100.0,158300.0,156800.0,157950.0,767.16256628
2020-01-09 14:00:00,157950.0,158000.0,156600.0,157250.0,715.33417079
2020-01-09 15:00:00,157200.0,157500.0,156550.0,156600.0,835.59058645
2020-01-09 16:00:00,156650.0,158200.0,156550.0,157900.0,751.8997252
2020-01-09 17:00:00,157950.0,158450.0,157200.0,157250.0,599.08813909
2020-01-09 18:00:00,157300.0,157450.0,156550.0,157200.0,678.94796005
2020-01-09 19:00:00,157200.0,157500.0,156900.0,157400.0,640.93096455
2020-01-09 20:00:00,157400.0,157400.0,156200.0,156650.0,1019.66078695
2020-01-09 21:00:00,156600.0,157250.0,156550.0,156650.0,956.59138742
2020-01-09 22:00:00,156650.0,157450.0,156600.0,156650.0,668.94965262
2020-01-09 23:00:00,156700.0,156950.0,156450.0,156550.0,451.59864972
2020-01-10 00:00:00,156550.0,156950.0,156550.0,156950.0,298.55511654
2020-01-10 01:00:00,156950.0,156950.0,154200.0,155300.0,1346.69482266
2020-01-10 02:00:00,155300.0,155500.0,154850.0,155250.0,433.20980271
2020-01-10 03:00:00,155250.0,155750.0,154950.0,155300.0,573.89243311
2020-01-10 04:00:00,155300.0,156900.0,155300.0,156450.0,64.37590456
2020-01-10 05:00:00,156850.0,158000.0,156200.0,157000.0,617.86980789
2020-01-10 06:00:00,156600.0,156850.0,155450.0,155750.0,570.30383932
2020-01-10 07:00:00,155850.0,156450.0,155650.0,155950.0,324.64092801
2020-01-10 08:00:00,156000.0,157100.0,155250.0,156500.0,579.53694618
2020-01-10 09:00:00,156500.0,157200.0,156300.0,156450.0,939.15891426
2020-01-10 10:00:00,156350.0,156450.0,155650.0,155650.0,1035.88760452
2020-01-10 11:00:00,155750.0,155800.0,155400.0,155650.0,402.12881519
2020-01-10 12:00:00,155650.0,155900.0,155200.0,155600.0,334.03842876
2020-01-10 13:00:00,155550.0,155800.0,154600.0,154800.0,903.92658968
2020-01-10 14:00:00,154900.0,154900.0,153850.0,153850.0,942.6252831
2020-01-10 15:00:00,153800.0,155000.0,153650.0,155000.0,874.1005383
2020-01-10 16:00:00,154950.0,154950.0,154000.0,154300.0,501.38905174
2020-01-10 17:00:00,154350.0,154400.0,153550.0,153750.0,806.76224266
2020-01-10 18:00:00,153750.0,155250.0,153550.0,155250.0,983.32654227
2020-01-10 19:00:00,155250.0,155900.0,154750.0,155800.0,563.04691925
2020-01-10 20:00:00,155800.0,158900.0,155800.0,158350.0,4819.73670097
2020-01-10 21:00:00,158350.0,160400.0,157950.0,160300.0,3606.85588536
2020-01-10 22:00:00,160300.0,160550.0,158250.0,158250.0,2441.00290484
2020-01-10 23:00:00,158250.0,160150.0,157950.0,160150.0,3691.52590514
2020-01-11 00:00:00,160150.0,163000.0,159550.0,162800.0,7425.84872208
2020-01-11 01:00:00,162350.0,163450.0,160300.0,160500.0,3412.46214918
2020-01-11 02:00:00,160550.0,161650.0,160400.0,161650.0,626.67828843
2020-01-11 03:00:00,161750.0,164950.0,161650.0,162400.0,2137.92783076
2020-01-11 04:00:00,162400.0,164050.0,162100.0,162700.0,432.90665868
2020-01-11 05:00:00,162700.0,163200.0,162250.0,162350.0,396.88317843
2020-01-11 06:00:00,162350.0,162600.0,161600.0,161600.0,349.45244962
2020-01-11 07:00:00,161800.0,162050.0,160550.0,161050.0,738.65262264
2020-01-11 08:00:00,161100.0,163400.0,160900.0,163400.0,2067.37077365
2020-01-11 09:00:00,163400.0,163400.0,161250.0,162150.0,6515.71798617
2020-01-11 10:00:00,162150.0,164600.0,162050.0,162450.0,7229.61493219
2020-01-11 11:00:00,162450.0,163000.0,161250.0,162550.0,3719.58107384
2020-01-11 12:00:00,162550.0,162550.0,161400.0,162250.0,2696.20084592
2020-01-11 13:00:00,162250.0,162350.0,161350.0,161950.0,1749.64635571
2020-01-11 14:00:00,161950.0,162100.0,161150.0,161950.0,1867.49999941
2020-01-11 15:00:00,161950.0,162000.0,161000.0,161700.0,1679.98834098
2020-01-11 16:00:00,161450.0,162500.0,161400.0,161950.0,1600.38001971
2020-01-11 17:00:00,161950.0,162450.0,161350.0,162150.0,1466.67691135
2020-01-11 18:00:00,162150.0,163000.0,162100.0,162850.0,1235.00495002
2020-01-11 19:00:00,162700.0,162750.0,161450.0,161950.0,2113.06522241
2020-01-11 20:00:00,161950.0,162000.0,160800.0,161500.0,2705.02238088
2020-01-11 21:00:00,161500.0,161650.0,160800.0,161600.0,984.89962439
2020-01-11 22:00:00,161450.0,162200.0,161250.0,162200.0,752.02105738
2020-01-11 23:00:00,162150.0,162150.0,160950.0,160950.0,2647.53143828
2020-01-12 00:00:00,160950.0,161850.0,160900.0,161850.0,736.57659644
2020-01-12 01:00:00,161850.0,165550.0,161250.0,165000.0,3422.5340234
2020-01-12 02:00:00,165100.0,166300.0,163550.0,164200.0,3997.38409544
2020-01-12 03:00:00,164200.0,165150.0,163850.0,164350.0,1161.8940676
2020-01-12 04:00:00,164350.0,164750.0,164050.0,164450.0,324.54058226
2020-01-12 05:00:00,164550.0,164900.0,162700.0,163550.0,646.46056796
2020-01-12 06:00:00,163550.0,165150.0,161500.0,162400.0,1325.76489041
2020-01-12 07:00:00,162400.0,163000.0,161300.0,161600.0,1189.19368573
2020-01-12 08:00:00,162050.0,162350.0,161000.0,161100.0,920.06608385
2020-01-12 09:00:00,161050.0,162500.0,160250.0,162000.0,1677.67000753
2020-01-12 10:00:00,161850.0,162500.0,161500.0,161950.0,1062.83673328
2020-01-12 11:00:00,161900.0,162250.0,161400.0,161950.0,840.76133256
2020-01-12 12:00:00,161950.0,162300.0,161800.0,162050.0,932.67656301
2020-01-12 13:00:00,162200.0,162350.0,161800.0,162200.0,550.85851252
2020-01-12 14:00:00,162200.0,162250.0,161750.0,162250.0,306.90877565
2020-01-12 15:00:00,162250.0,164100.0,162000.0,162300.0,2147.91886515
2020-01-12 16:00:00,162300.0,163500.0,162050.0,163000.0,1734.18617826
2020-01-12 17:00:00,163100.0,163650.0,162850.0,163600.0,1137.26881591
2020-01-12 18:00:00,163650.0,163800.0,162150.0,162450.0,1102.22736549
2020-01-12 19:00:00,162450.0,162500.0,161450.0,162150.0,1356.76579501
2020-01-12 20:00:00,162150.0,162500.0,161950.0,161950.0,332.83288241
2020-01-12 21:00:00,162000.0,162750.0,161650.0,162000.0,1291.63408151
2020-01-12 22:00:00,162000.0,163500.0,161650.0,163400.0,1748.74767129
2020-01-12 23:00:00,163350.0,163350.0,162200.0,162450.0,2299.20423684
2020-01-13 00:00:00,162450.0,163650.0,162400.0,163350.0,1024.36740679
2020-01-13 01:00:00,163350.0,163800.0,163000.0,163050.0,1200.93157174
2020-01-13 02:00:00,163050.0,164000.0,162400.0,162900.0,496.98693006
2020-01-13 03:00:00,163000.0,163400.0,162650.0,163100.0,400.43748551
2020-01-13 04:00:00,163250.0,163350.0,163000.0,163350.0,188.55176673
2020-01-13 05:00:00,163350.0,163350.0,163100.0,163300.0,96.31509967
2020-01-13 06:00:00,163300.0,163900.0,163200.0,163300.0,648.64403615
2020-01-13 07:00:00,163300.0,163850.0,163000.0,163600.0,448.89372831
2020-01-13 08:00:00,163600.0,164450.0,163450.0,164250.0,1469.82770054
2020-01-13 09:00:00,164350.0,165300.0,163100.0,163500.0,3092.50341643
2020-01-13 10:00:00,163400.0,164400.0,163200.0,164100.0,983.43908388
2020-01-13 11:00:00,164100.0,164100.0,161800.0,162100.0,1307.6323639
2020-01-13 12:00:00,162100.0,162700.0,161400.0,162350.0,1409.29155461
2020-01-13 13:00:00,162200.0,162350.0,161650.0,162300.0,631.19780772
2020-01-13 14:00:00,162000.0,162000.0,161100.0,161600.0,1174.18749425
2020-01-13 15:00:00,161600.0,162200.0,160750.0,160900.0,1737.24616171
2020-01-13 16:00:00,160900.0,161950.0,160700.0,161400.0,589.17867175
2020-01-13 17:00:00,161650.0,162650.0,161500.0,162200.0,1816.43956106
2020-01-13 18:00:00,162300.0,162550.0,161300.0,161950.0,1080.34543599
2020-01-13 19:00:00,161850.0,162700.0,161750.0,162300.0,1090.53561261
2020-01-13 20:00:00,162350.0,162750.0,161700.0,161700.0,840.23020527
2020-01-13 21:00:00,161700.0,162100.0,161500.0,162100.0,1135.66461427
2020-01-13 22:00:00,162100.0,162250.0,161650.0,161750.0,970.04641348
2020-01-13 23:00:00,161850.0,162100.0,161400.0,161650.0,859.53208496
2020-01-14 00:00:00,161650.0,161850.0,161400.0,161400.0,385.64889091
2020-01-14 01:00:00,161600.0,162000.0,161400.0,161950.0,373.25035645
2020-01-14 02:00:00,161950.0,162250.0,161450.0,161800.0,248.75871321
2020-01-14 03:00:00,161800.0,161850.0,161550.0,161750.0,126.28841483
2020-01-14 04:00:00,161850.0,162200.0,161750.0,162100.0,262.77253407
2020-01-14 05:00:00,162150.0,162850.0,162100.0,162600.0,400.22743786
2020-01-14 06:00:00,162600.0,163150.0,162400.0,162900.0,758.6373561
2020-01-14 07:00:00,162900.0,163100.0,162650.0,162800.0,416.36038932
2020-01-14 08:00:00,162700.0,163150.0,162000.0,162450.0,788.4860823
2020-01-14 09:00:00,162550.0,164950.0,162200.0,164250.0,7052.4681675
2020-01-14 10:00:00,164100.0,166150.0,163500.0,165000.0,10271.25830333
2020-01-14 11:00:00,165000.0,165250.0,164300.0,164500.0,4242.25553204
2020-01-14 12:00:00,164550.0,167100.0,164350.0,166700.0,5605.00563416
2020-01-14 13:00:00,166750.0,167800.0,166300.0,167150.0,7761.59105779
2020-01-14 14:00:00,166950.0,167200.0,165850.0,166000.0,5751.55639859
2020-01-14 15:00:00,166050.0,167150.0,165600.0,166750.0,3848.03808524
2020-01-14 16:00:00,166750.0,167350.0,166450.0,166900.0,2949.956825
2020-01-14 17:00:00,166950.0,167500.0,166900.0,167200.0,3078.95094501
2020-01-14 18:00:00,167250.0,169550.0,167250.0,168650.0,5168.40916093
2020-01-14 19:00:00,168650.0,169000.0,167350.0,168550.0,4751.57988016
2020-01-14 20:00:00,168700.0,169150.0,168000.0,168950.0,3750.03782321
2020-01-14 21:00:00,168950.0,171000.0,168550.0,169000.0,9707.1624067
2020-01-14 22:00:00,168900.0,171700.0,168750.0,171500.0,11270.84809546
2020-01-14 23:00:00,171650.0,175650.0,170600.0,173450.0,18463.9930436
2020-01-15 00:00:00,173550.0,173550.0,171100.0,171700.0,12717.42553849
2020-01-15 01:00:00,171700.0,174300.0,168200.0,174300.0,9662.34301803
2020-01-15 02:00:00,174350.0,181000.0,173550.0,178350.0,18785.7495136
2020-01-15 03:00:00,178300.0,185100.0,177000.0,180700.0,15460.47427091
2020-01-15 04:00:00,180700.0,181550.0,177500.0,180500.0,3107.89651996
2020-01-15 05:00:00,180500.0,180650.0,179100.0,179700.0,2097.22166571
2020-01-15 06:00:00,179550.0,182400.0,176500.0,181700.0,3035.57984762
2020-01-15 07:00:00,181800.0,183000.0,178050.0,179350.0,7763.99035848
2020-01-15 08:00:00,179350.0,184950.0,179200.0,182200.0,15406.62300707
2020-01-15 09:00:00,182200.0,193000.0,180050.0,190000.0,32822.59143976
2020-01-15 10:00:00,190100.0,190100.0,176350.0,184100.0,34205.23818995
2020-01-15 11:00:00,184100.0,187050.0,182750.0,185650.0,7556.7566437
2020-01-15 12:00:00,185650.0,185650.0,180450.0,180550.0,10270.19657474
2020-01-15 13:00:00,180550.0,181400.0,178950.0,179300.0,8113.77324703
2020-01-15 14:00:00,179300.0,180000.0,177000.0,179350.0,5986.20343011
2020-01-15 15:00:00,179000.0,182150.0,178950.0,181150.0,4857.9873758
2020-01-15 16:00:00,181150.0,181150.0,179800.0,180400.0,1831.59281021
