Model,FPR,TPR,Threshold,AUC
RandomForest,0.0,0.0,inf,0.6614583333333333
RandomForest,0.0,0.007407407407407408,0.6015430631207219,0.6614583333333333
RandomForest,0.0,0.022222222222222223,0.5928656974049527,0.6614583333333333
RandomForest,0.0078125,0.022222222222222223,0.580056946051642,0.6614583333333333
RandomForest,0.0078125,0.02962962962962963,0.576648424484238,0.6614583333333333
RandomForest,0.015625,0.02962962962962963,0.5754097996774137,0.6614583333333333
RandomForest,0.015625,0.07407407407407407,0.5631301895502311,0.6614583333333333
RandomForest,0.0234375,0.07407407407407407,0.5629073478047762,0.6614583333333333
RandomForest,0.0234375,0.08148148148148149,0.5617304852205361,0.6614583333333333
RandomForest,0.03125,0.08148148148148149,0.5615137176338676,0.6614583333333333
RandomForest,0.03125,0.08888888888888889,0.5608898526671362,0.6614583333333333
RandomForest,0.046875,0.08888888888888889,0.5542402992276957,0.6614583333333333
RandomForest,0.046875,0.0962962962962963,0.553071294896092,0.6614583333333333
RandomForest,0.0546875,0.0962962962962963,0.5511015754026922,0.6614583333333333
RandomForest,0.0546875,0.11851851851851852,0.5495551169655859,0.6614583333333333
RandomForest,0.0625,0.11851851851851852,0.5490407948394208,0.6614583333333333
RandomForest,0.0625,0.14074074074074075,0.546153227269131,0.6614583333333333
RandomForest,0.0703125,0.14074074074074075,0.545362284905029,0.6614583333333333
RandomForest,0.0703125,0.16296296296296298,0.5369178824404622,0.6614583333333333
RandomForest,0.078125,0.16296296296296298,0.5367535840766522,0.6614583333333333
RandomForest,0.078125,0.17037037037037037,0.5367196733975663,0.6614583333333333
RandomForest,0.0859375,0.17037037037037037,0.5352370222410943,0.6614583333333333
RandomForest,0.0859375,0.18518518518518517,0.5325530053864709,0.6614583333333333
RandomForest,0.09375,0.18518518518518517,0.5323046723589322,0.6614583333333333
RandomForest,0.09375,0.1925925925925926,0.5316799876288877,0.6614583333333333
RandomForest,0.1015625,0.1925925925925926,0.530557353793311,0.6614583333333333
RandomForest,0.1015625,0.21481481481481482,0.5289349770525889,0.6614583333333333
RandomForest,0.1171875,0.21481481481481482,0.5279476832752572,0.6614583333333333
RandomForest,0.1171875,0.2222222222222222,0.5264075894872512,0.6614583333333333
RandomForest,0.125,0.2222222222222222,0.524754851903817,0.6614583333333333
RandomForest,0.125,0.26666666666666666,0.5203576666089331,0.6614583333333333
RandomForest,0.1328125,0.26666666666666666,0.5200107689021247,0.6614583333333333
RandomForest,0.1328125,0.3111111111111111,0.5172421513585431,0.6614583333333333
RandomForest,0.140625,0.3111111111111111,0.5167386388653663,0.6614583333333333
RandomForest,0.140625,0.31851851851851853,0.5150220301397523,0.6614583333333333
RandomForest,0.1640625,0.31851851851851853,0.5097718935071482,0.6614583333333333
RandomForest,0.1640625,0.35555555555555557,0.5072222320685291,0.6614583333333333
RandomForest,0.171875,0.35555555555555557,0.506137398589199,0.6614583333333333
RandomForest,0.171875,0.37037037037037035,0.5060065945052792,0.6614583333333333
RandomForest,0.1875,0.37037037037037035,0.505432199817158,0.6614583333333333
RandomForest,0.1875,0.37777777777777777,0.5049012549428631,0.6614583333333333
RandomForest,0.1953125,0.37777777777777777,0.5043031884011158,0.6614583333333333
RandomForest,0.1953125,0.3851851851851852,0.5027502018013275,0.6614583333333333
RandomForest,0.2109375,0.3851851851851852,0.49834984531902665,0.6614583333333333
RandomForest,0.2109375,0.4,0.49690456674190947,0.6614583333333333
RandomForest,0.21875,0.4,0.49667924335300534,0.6614583333333333
RandomForest,0.21875,0.4074074074074074,0.4960947107302845,0.6614583333333333
RandomForest,0.2265625,0.4074074074074074,0.49590364403503384,0.6614583333333333
RandomForest,0.2265625,0.4222222222222222,0.49452342451682013,0.6614583333333333
RandomForest,0.234375,0.4222222222222222,0.4935391143667427,0.6614583333333333
RandomForest,0.234375,0.42962962962962964,0.4913037459805758,0.6614583333333333
RandomForest,0.2421875,0.42962962962962964,0.4907567082956691,0.6614583333333333
RandomForest,0.2421875,0.45185185185185184,0.48895686873213884,0.6614583333333333
RandomForest,0.2578125,0.45185185185185184,0.4880221570108422,0.6614583333333333
RandomForest,0.2578125,0.45925925925925926,0.4875055418387212,0.6614583333333333
RandomForest,0.2890625,0.45925925925925926,0.48333846716713175,0.6614583333333333
RandomForest,0.2890625,0.48148148148148145,0.4822949883185045,0.6614583333333333
RandomForest,0.3046875,0.48148148148148145,0.4806035681020183,0.6614583333333333
RandomForest,0.3046875,0.4888888888888889,0.4805696959018361,0.6614583333333333
RandomForest,0.3203125,0.4888888888888889,0.4794397453455019,0.6614583333333333
RandomForest,0.3203125,0.5111111111111111,0.47727454650295653,0.6614583333333333
RandomForest,0.3359375,0.5111111111111111,0.474919356805578,0.6614583333333333
RandomForest,0.3359375,0.5185185185185185,0.47441243646073467,0.6614583333333333
