threshold,best_model,return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,win_rate,num_trades
0.0,VotingSoft,53.47420611808573,3.0239705879536944,5.286202557800375,3.926321482854041,55.98455598455598,518
0.05,AdaBoost,64.69466707664807,3.6618145923941734,5.532774923458561,2.8099095607579128,58.66050808314087,433
0.1,AdaBoost,88.93995779198991,4.674179350002456,7.7502135812785395,2.722456538373565,59.94475138121547,362
0.15,VotingSoft,71.793521265923,4.030929847742999,8.210165818514694,4.463918071103737,57.21518987341773,395
0.2,VotingSoft,74.13512378433396,4.335844500259231,9.067951370155487,3.381580397416062,58.011049723756905,362
