trade_number,equity
217,9928.06653528286
218,9928.06653528286
219,9928.06653528286
220,9928.06653528286
221,9928.06653528286
222,9928.06653528286
223,9928.06653528286
224,9928.06653528286
225,9928.06653528286
226,9928.06653528286
227,9928.06653528286
228,9928.06653528286
229,9928.06653528286
230,9928.06653528286
231,9928.06653528286
232,9928.06653528286
233,9928.06653528286
234,9928.06653528286
235,9928.06653528286
236,9928.06653528286
237,9928.06653528286
238,9928.06653528286
239,9928.06653528286
240,9928.06653528286
241,9928.06653528286
242,9928.06653528286
243,9928.06653528286
244,9928.06653528286
245,9928.06653528286
246,9928.06653528286
247,9928.06653528286
248,9928.06653528286
249,9928.06653528286
250,9928.06653528286
251,9928.06653528286
252,9928.06653528286
253,9928.06653528286
254,9928.06653528286
255,9928.06653528286
256,9928.06653528286
257,9928.06653528286
258,9928.06653528286
259,9928.06653528286
260,9928.06653528286
261,9928.06653528286
262,9928.06653528286
263,9928.06653528286
264,9928.06653528286
265,9951.161720921858
266,9951.161720921858
267,9951.161720921858
268,9951.161720921858
269,9951.161720921858
270,9951.161720921858
271,9951.161720921858
272,9951.161720921858
273,9951.161720921858
274,9951.161720921858
275,9951.161720921858
276,9951.161720921858
277,9951.161720921858
278,9951.161720921858
279,9951.161720921858
280,9951.161720921858
281,9951.161720921858
282,9951.161720921858
283,9951.161720921858
284,9951.161720921858
285,9951.161720921858
286,9951.161720921858
287,9951.161720921858
288,9951.161720921858
289,9951.161720921858
290,9951.161720921858
291,9951.161720921858
292,9951.161720921858
293,9951.161720921858
294,9951.161720921858
295,9951.161720921858
296,9951.161720921858
297,9951.161720921858
298,9951.161720921858
299,9951.161720921858
300,9951.161720921858
301,9951.161720921858
302,9951.161720921858
303,9951.161720921858
304,9951.161720921858
305,9951.161720921858
306,9951.161720921858
307,9951.161720921858
308,9951.161720921858
309,9951.161720921858
310,9951.161720921858
311,9951.161720921858
312,9951.161720921858
313,9951.161720921858
314,9951.161720921858
315,9951.161720921858
316,9951.161720921858
317,9951.161720921858
318,9951.161720921858
319,9951.161720921858
320,9951.161720921858
321,9951.161720921858
322,9951.161720921858
323,9951.161720921858
324,9951.161720921858
325,9953.058537203193
326,9953.058537203193
327,9953.058537203193
328,9953.058537203193
329,9953.058537203193
330,9953.058537203193
331,9953.058537203193
332,9953.058537203193
333,9953.058537203193
334,9953.058537203193
335,9953.058537203193
336,9953.058537203193
337,9953.058537203193
338,9953.058537203193
339,9953.058537203193
340,9953.058537203193
341,9953.058537203193
342,9953.058537203193
343,9953.058537203193
344,9953.058537203193
345,9953.058537203193
346,9953.058537203193
347,9953.058537203193
348,9953.058537203193
349,9953.058537203193
350,9953.058537203193
351,9953.058537203193
352,9953.058537203193
353,9953.058537203193
354,9953.058537203193
355,9953.058537203193
356,9953.058537203193
357,9953.058537203193
358,9953.058537203193
359,9953.058537203193
360,9953.058537203193
361,9953.058537203193
362,9953.058537203193
363,9953.058537203193
364,9953.058537203193
365,9953.058537203193
366,9953.058537203193
367,9953.058537203193
368,9953.058537203193
369,9953.058537203193
370,9953.058537203193
371,9953.058537203193
372,9953.058537203193
373,9953.058537203193
374,9953.058537203193
375,9953.058537203193
376,9953.058537203193
377,9953.058537203193
378,9953.058537203193
379,9953.058537203193
380,9953.058537203193
381,9953.058537203193
382,9953.058537203193
383,9953.058537203193
384,9953.058537203193
385,9953.058537203193
386,9953.058537203193
387,9944.436568218149
388,9961.490678471495
389,9961.490678471495
390,9961.400127512065
391,9961.465150955753
392,9964.013198461129
393,9964.648211871605
394,9964.648211871605
395,9981.735870224213
396,9990.691366309611
397,9990.691366309611
398,9990.691366309611
399,10021.98289214276
400,9991.120860125551
401,9995.5148006864
402,9995.5148006864
403,9995.5148006864
404,9995.5148006864
405,9992.711858703624
406,9993.078981238039
407,9997.585332668019
408,9997.585332668019
409,9997.354584723522
410,10020.238277153447
411,9988.617743466457
412,9976.722822358826
413,9996.077503711595
414,9996.077503711595
415,10000.190137518506
416,9998.898762842548
417,9999.654528098834
418,10001.576516658513
419,10001.576516658513
420,10001.576516658513
421,9983.112185476723
422,10004.647413280496
423,10007.857604186363
424,9988.213987115392
425,9988.952068423625
426,9996.8316390192
427,9990.674496056592
428,10001.89683489885
429,10032.295838949844
430,10082.014879067527
431,10081.497586211894
432,10074.3107800826
433,10083.37687839485
434,10096.667798440418
435,10145.40647389354
436,10247.869788097689
437,10247.869788097689
438,10282.356241835985
439,10304.68982855969
440,10209.31481644302
441,10205.530191039828
442,10208.890834665519
443,10256.196028206748
444,10256.196028206748
445,10262.534367399678
446,10253.04197437472
447,10189.275071761425
448,10218.442201299013
449,10218.578406874884
450,10210.23473955129
451,10254.002489587381
452,10156.487449332026
453,10124.775727689015
454,10150.072498294925
455,10207.867877315324
456,10172.182840470641
457,10188.614216941958
458,10243.468244886306
459,10266.256534094633
460,10341.339315335661
461,10342.355665656041
462,10342.355665656041
463,10464.496175162112
464,10398.809565515852
465,10462.279466830109
466,10420.094955935678
467,10413.61931107131
468,10395.609285355518
469,10447.08613181652
470,10357.254728843902
471,10428.293243153683
472,10390.722045016588
473,10550.550112804247
474,10565.438622124591
475,10561.82024429055
476,10694.749101278094
477,10779.031499942144
478,10817.269737192886
479,10812.646424571743
480,10872.636563607586
481,10876.118505789786
482,10880.432568828586
483,10842.535392967908
484,10844.375719833757
485,10894.644884992738
486,10961.105590214132
487,10961.969386185114
488,10943.124443763925
489,10943.124443763925
490,10941.474107396047
491,10939.277624618024
492,10951.851549209041
493,10990.38230815634
494,10879.089861557615
495,10893.341047793241
496,10912.104694404
497,10939.578198568024
498,10939.578198568024
499,10904.035351480203
500,10902.603770444119
501,10946.401420408296
502,10946.401420408296
503,10956.12757377719
504,11057.098625843966
505,11036.10000706829
506,11027.964161920276
507,10878.222720002921
508,10950.150076822218
509,10939.628282867985
510,10987.542675391534
511,11018.757401112596
512,10983.5655964273
513,11062.733759570832
514,11114.719077691252
515,11122.563538844595
516,11109.908007604543
517,11116.52318180976
518,11179.524686197856
