date,ethereum
2021-01-17,40.447007930785865
2021-01-24,36.40951694304254
2021-01-31,45.49387166546503
2021-02-07,52.55948089401586
2021-02-14,49.53136265320836
2021-02-21,50.54073540014419
2021-02-28,32.37202595529921
2021-03-07,37.418889689978364
2021-03-14,31.362653208363373
2021-03-21,26.31578947368421
2021-03-28,34.39077144917088
2021-04-04,35.4001441961067
2021-04-11,46.50324441240086
2021-04-18,47.5126171593367
2021-04-25,48.52198990627252
2021-05-02,96.9718817591925
2021-05-09,100.0
2021-05-16,89.90627253064166
2021-05-23,71.73756308579668
2021-05-30,49.53136265320836
2021-06-06,41.4563806777217
2021-06-13,32.37202595529921
2021-06-20,38.4282624369142
2021-06-27,29.343907714491706
2021-07-04,27.32516222062004
2021-07-11,25.306416726748377
2021-07-18,28.334534967555875
2021-07-25,31.362653208363373
2021-08-01,43.47512617159337
2021-08-08,46.50324441240086
2021-08-15,34.39077144917088
2021-08-22,32.37202595529921
2021-08-29,39.437635183850034
2021-09-05,40.447007930785865
2021-09-12,29.343907714491706
2021-09-19,29.343907714491706
2021-09-26,27.32516222062004
2021-10-03,30.353280461427538
2021-10-10,32.37202595529921
2021-10-17,41.4563806777217
2021-10-24,39.437635183850034
2021-10-31,42.46575342465753
2021-11-07,46.50324441240086
2021-11-14,42.46575342465753
2021-11-21,36.40951694304254
2021-11-28,39.437635183850034
2021-12-05,37.418889689978364
2021-12-12,35.4001441961067
2021-12-19,29.343907714491706
2021-12-26,31.362653208363373
2022-01-02,38.4282624369142
2022-01-09,36.40951694304254
2022-01-16,37.418889689978364
2022-01-23,43.47512617159337
2022-01-30,36.40951694304254
2022-02-06,33.38139870223504
2022-02-13,29.343907714491706
2022-02-20,31.362653208363373
2022-02-27,28.334534967555875
2022-03-06,25.306416726748377
2022-03-13,24.297043979812546
2022-03-20,26.31578947368421
2022-03-27,27.32516222062004
2022-04-03,23.287671232876715
2022-04-10,21.268925739005045
2022-04-17,19.250180245133382
2022-04-24,18.240807498197547
2022-05-01,19.250180245133382
2022-05-08,33.38139870223504
2022-05-15,23.287671232876715
2022-05-22,20.259552992069214
2022-05-29,19.250180245133382
2022-06-05,18.240807498197547
2022-06-12,44.4844989185292
2022-06-19,31.362653208363373
2022-06-26,23.287671232876715
2022-07-03,20.259552992069214
2022-07-10,19.250180245133382
2022-07-17,27.32516222062004
2022-07-24,23.287671232876715
2022-07-31,20.259552992069214
2022-08-07,25.306416726748377
2022-08-14,24.297043979812546
2022-08-21,20.259552992069214
2022-08-28,18.240807498197547
2022-09-04,22.278298485940876
2022-09-11,42.46575342465753
2022-09-18,23.287671232876715
2022-09-25,16.22206200432588
2022-10-02,14.203316510454217
2022-10-09,13.193943763518384
2022-10-16,11.175198269646721
2022-10-23,15.21268925739005
2022-10-30,15.21268925739005
2022-11-06,21.268925739005045
2022-11-13,17.231434751261716
2022-11-20,15.21268925739005
2022-11-27,12.184571016582552
2022-12-04,11.175198269646721
2022-12-11,11.175198269646721
2022-12-18,11.175198269646721
2022-12-25,10.165825522710886
2023-01-01,10.640824462445396
2023-01-08,13.312693498452013
2023-01-15,15.984562534458627
2023-01-22,14.203316510454217
2023-01-29,13.312693498452013
2023-02-05,11.531447474447601
2023-02-12,12.422070486449806
2023-02-19,11.531447474447601
2023-02-26,9.75020145044319
2023-03-05,9.75020145044319
2023-03-12,14.203316510454217
2023-03-19,14.203316510454217
2023-03-26,11.531447474447601
2023-04-02,12.422070486449806
2023-04-09,16.875185546460834
2023-04-16,14.203316510454217
2023-04-23,11.531447474447601
2023-04-30,10.640824462445396
2023-05-07,9.75020145044319
2023-05-14,8.859578438440986
2023-05-21,7.96895542643878
2023-05-28,8.859578438440986
2023-06-04,8.859578438440986
2023-06-11,8.859578438440986
2023-06-18,9.75020145044319
2023-06-25,9.75020145044319
2023-07-02,9.75020145044319
2023-07-09,9.75020145044319
2023-07-16,8.859578438440986
2023-07-23,7.96895542643878
2023-07-30,7.0783324144365745
2023-08-06,7.0783324144365745
2023-08-13,7.96895542643878
2023-08-20,7.0783324144365745
2023-08-27,7.0783324144365745
2023-09-03,6.18770940243437
2023-09-10,6.18770940243437
2023-09-17,6.18770940243437
2023-09-24,6.18770940243437
2023-10-01,7.0783324144365745
2023-10-08,6.18770940243437
2023-10-15,7.0783324144365745
2023-10-22,10.640824462445396
2023-10-29,8.859578438440986
2023-11-05,13.312693498452013
2023-11-12,11.531447474447601
2023-11-19,9.75020145044319
2023-11-26,9.75020145044319
2023-12-03,16.875185546460834
2023-12-10,12.422070486449806
2023-12-17,12.422070486449806
2023-12-24,12.422070486449806
2023-12-31,13.312693498452013
2024-01-07,17.76580855846304
2024-01-14,12.422070486449806
2024-01-21,10.640824462445396
2024-01-28,7.96895542643878
2024-02-04,10.640824462445396
2024-02-11,15.093939522456422
2024-02-18,15.984562534458627
2024-02-25,24.890792654480684
2024-03-03,30.23453072649392
2024-03-10,28.453284702489505
2024-03-17,18.656431570465244
2024-03-24,15.984562534458627
2024-03-31,14.203316510454217
2024-04-07,14.203316510454217
2024-04-14,13.312693498452013
2024-04-21,10.640824462445396
2024-04-28,10.640824462445396
2024-05-05,8.859578438440986
2024-05-12,8.859578438440986
2024-05-19,26.672038678485094
2024-05-26,15.093939522456422
2024-06-02,13.312693498452013
2024-06-09,11.531447474447601
2024-06-16,9.75020145044319
2024-06-23,8.859578438440986
2024-06-30,9.75020145044319
2024-07-07,9.75020145044319
2024-07-14,12.422070486449806
2024-07-21,15.093939522456422
2024-07-28,10.640824462445396
2024-08-04,17.76580855846304
2024-08-11,9.75020145044319
2024-08-18,9.75020145044319
2024-08-25,9.75020145044319
2024-09-01,8.859578438440986
2024-09-08,8.859578438440986
2024-09-15,8.859578438440986
2024-09-22,7.96895542643878
2024-09-29,7.0783324144365745
2024-10-06,6.18770940243437
2024-10-13,6.18770940243437
2024-10-20,7.0783324144365745
2024-10-27,7.96895542643878
2024-11-03,14.203316510454217
2024-11-10,26.672038678485094
2024-11-17,21.32830060647186
2024-11-24,19.54705458246745
2024-12-01,24.890792654480684
2024-12-08,21.32830060647186
2024-12-15,20.437677594469655
2024-12-22,15.093939522456422
2024-12-29,14.203316510454217
2025-01-05,13.312693498452013
2025-01-12,14.203316510454217
2025-01-19,16.875185546460834
2025-01-26,13.312693498452013
2025-02-02,18.656431570465244
2025-02-09,11.531447474447601
2025-02-16,10.640824462445396
2025-02-23,14.203316510454217
2025-03-02,15.093939522456422
2025-03-09,13.312693498452013
2025-03-16,9.75020145044319
2025-03-23,9.75020145044319
2025-03-30,9.75020145044319
2025-04-06,14.203316510454217
2025-04-13,7.96895542643878
2025-04-20,9.75020145044319
2025-04-27,7.96895542643878
2025-05-04,12.422070486449806
2025-05-11,14.203316510454217
2025-05-18,13.312693498452013
2025-05-25,10.640824462445396
2025-06-01,9.75020145044319
2025-06-08,11.531447474447601
2025-06-15,9.75020145044319
2025-06-22,10.640824462445396
2025-06-29,9.75020145044319
2025-07-06,14.203316510454217
2025-07-13,25.781415666482886
2025-07-20,26.672038678485094
2025-07-27,25.781415666482886
2025-08-03,41.81262988252258
2025-08-10,88.12502650663727
2025-08-17,76.54692735060861
2025-08-24,55.171975062555674
2025-08-31,35.578268798507146
2025-09-07,29.343907714491706
2025-09-14,25.781415666482886
2025-09-21,15.093939522456422
2025-09-28,14.203316510454217
2025-10-05,15.093939522456422
