date,tx_count,active_addresses,new_addresses,large_eth_transfers,token_transfers,contract_events,avg_gas_price,total_gas_used,avg_block_size,avg_block_difficulty
2020-05-30,881950,277960,91406,292,467706,962183,33640906238.22,60637775951,27271.63,2300421645778157.82
2020-05-31,850103,262815,85975,247,469094,941721,28373565511.32,61262098625,29260.95,2328436581378013.57
2020-06-01,929874,280897,94747,280,506973,921274,32369700576.51,59471557463,29939.65,2299269682399583.46
2020-06-02,980902,310760,105376,438,534608,985112,36603200537.49,60706102750,30159.78,2308870193005036.68
2020-06-03,898364,280355,91792,225,490551,966081,29762262054.06,60284761837,27391.15,2357415459983393.8
2020-06-04,930407,291466,97375,205,515021,968765,31876559869.46,60926910515,28845.76,2367809883427728.24
2020-06-05,901995,271335,88916,233,492325,899458,32248362267.57,61551296562,27446.46,2316215322461560.72
2020-06-06,946196,250853,76917,136,563623,987017,38701094860.44,61170706175,29092.38,2340878660361847.95
2020-06-07,943786,233340,71886,158,578386,1036124,40777216563.48,60788101629,29163.7,2366153006324345
2020-06-08,966206,274452,89835,207,540991,989773,41519237425.67,60072753727,29046.76,2333227858195733.74
2020-06-09,923075,296522,105029,221,521898,988584,37257003858.12,61135315543,28816.85,2285532003046146.1
2020-06-10,939890,281055,95347,273,519054,985295,581712957164.2,60351280662,31136.96,2277161984757869.11
2020-06-11,925331,280948,96685,343,497535,971601,709482944039.44,61217697157,30365.6,2281666309846572.81
2020-06-12,889318,301559,118542,220,521369,996784,35611800992.43,61194677007,27921.13,2275795455524238.58
2020-06-13,833267,285163,101030,108,478305,954276,29373397291.98,61059257790,25744.03,2291640701042711.38
2020-06-14,785017,261300,87081,140,471014,986254,24221549465.78,61809571553,25217.95,2300611543771088.56
2020-06-15,912281,281882,91919,410,520387,985417,43232739779.78,61138411674,29458.24,2302546237156208.6
2020-06-16,904928,289000,95288,237,521119,1018981,40507964751.68,61039584875,28872.67,2353432775800041.9
2020-06-17,879736,280770,97147,240,535034,1067975,42020543009.87,60975667307,28123.17,2301870224815783.53
2020-06-18,913845,312862,102613,296,536441,1033326,38417936665.61,61097695528,28974.48,2296668695718502.69
2020-06-19,945942,298705,99387,298,578871,1153286,39347742799.65,66983646759,30653.13,2330632422008058.86
2020-06-20,941415,308339,107744,114,554580,1155315,29540351645.96,72681822008,31026.56,2358639303130427.89
2020-06-21,987058,293195,97905,136,566797,1195350,29929184490.68,73836766712,34003.26,2346555186346084.22
2020-06-22,1092083,316092,103561,317,640670,1251894,41284309115.65,72575247224,36755.86,2319236453605994.66
2020-06-23,1119442,330210,114956,290,669117,1269173,45473935661.61,72966351016,37097.79,2350414924159943.71
2020-06-24,1070862,314207,110562,313,594765,1229605,46555871912.92,73602869107,38433.13,2362403429310275.78
2020-06-25,1041742,308736,115129,482,555067,1156257,42565855399.34,72199602580,38239.48,2405277495851327.57
2020-06-26,1017505,314987,113175,218,577647,1213266,38153182961.8,73241965946,35309.13,2406898906032802.28
2020-06-27,1017138,314110,110799,270,554457,1224947,36762434459.61,71578109896,36473.04,2387370592572726.31
2020-06-28,997731,323988,99120,152,543929,1175540,35065060560.65,73800908303,33611.94,2341416791589947.08
2020-06-29,1056189,377156,87649,242,565804,1154751,39545234943.68,71410517005,34826.51,2397434952741275.33
2020-06-30,1111318,346557,101982,202,578908,1114391,52272048664.73,73403332220,34511.42,2358194560152865.07
2020-07-01,1044438,336182,103165,247,576523,1212391,47336184949.33,71268885960,35255.21,2337924652434036
2020-07-02,1039119,334668,103609,254,603823,1263305,42587756294.98,72177528544,36414.15,2358316359484607.57
2020-07-03,1022098,317932,103553,235,601320,1274769,44727173437.0,71846131678,35934.92,2382837221643071.82
2020-07-04,946287,318908,103676,143,558876,1232772,33252804789.41,72867103705,32081.01,2408139345124547.28
2020-07-05,880075,278599,77366,116,503415,1204040,31642482109.24,73009705937,29735.53,2377379511992133.67
2020-07-06,1020012,307643,92015,351,594598,1303188,40429994574.33,71954662682,34648.55,2389478678201557.33
2020-07-07,1064506,332866,107481,294,601780,1283967,40894127849.42,73090493464,35738.57,2349911136065226.88
2020-07-08,1092210,326817,109964,389,635887,1258309,52084295522.61,72993638087,36696.12,2428374563081658.65
2020-07-09,1070343,327312,103627,292,621032,1262669,47457192501.55,72845442335,36305.52,2403289733407635.03
2020-07-10,1034806,313725,95094,241,581117,1250009,38622133115.48,72280013322,33660.4,2391923596958462.95
2020-07-11,982930,320248,90829,129,538745,1231757,33720778945.42,73016176115,31408.22,2396733448300370.91
2020-07-12,997960,302386,92236,146,566577,1217922,32075063632.57,73130109394,33339.08,2423942793963622.6
2020-07-13,1151834,340610,101881,315,664629,1330023,50951272214.48,73886556034,38812.81,2444765450655626.6
2020-07-14,1098661,332054,105525,434,631909,1280594,44340178397.94,72956460781,35594.77,2408928049386451.61
2020-07-15,1111360,356002,110928,180,575725,1248794,51578286206.9,73823720747,36338.54,2384779411814353.33
2020-07-16,1068620,316742,100210,309,548451,1283679,55731660376.26,72512244494,34885.25,2416896103550104.31
2020-07-17,1078101,313378,96669,245,587637,1286279,58213024079.09,72031120254,35468.69,2361180447237857.36
2020-07-18,1071509,291192,87521,126,608013,1339817,50647151579.55,74068446149,37273.33,2402131610682275.92
2020-07-19,1082448,306577,80301,189,636747,1361142,54605169309.66,73522695272,39012.15,2424577704170784.35
2020-07-20,1143700,332084,92801,246,676143,1351657,70526072873.08,72807420565,38791.24,2362944145208642.49
2020-07-21,1120095,294927,89422,335,665424,1342528,75882854219.21,72752605012,38915.41,2302394117851142.07
2020-07-22,1138040,314727,92221,394,656827,1361817,72337370897.29,74027223219,39085.82,2277414665187483.25
2020-07-23,1147143,324451,97746,609,650410,1348180,81533077819.96,74677796733,38977.43,2360072901379822.97
2020-07-24,1146282,307539,95229,404,675182,1372555,76411383510.11,75061753243,40053.67,2452139971627759.16
2020-07-25,1175506,327797,94122,356,681615,1414182,82214741350.61,76203905995,43155.1,2383628844056122.47
2020-07-26,1137893,327085,103470,397,654149,1417525,72868554221.08,78306549441,38986.62,2431627905427886
2020-07-27,1261456,349959,108204,660,711452,1455581,96651241528.79,77447071989,42467.82,2450503703949247.83
2020-07-28,1222353,388301,123743,415,682528,1407311,71667637213.59,78112767375,40420.39,2511147459232083.02
2020-07-29,1163851,324071,102736,368,673302,1422603,74335028131.43,78178695620,40068.53,2533983749178497.25
2020-07-30,1164479,335018,109657,383,698101,1432988,71596140465.71,76393925734,40033.79,2495871727286802.99
2020-07-31,1218838,336913,104714,462,733803,1513023,78904447179.8,77859908512,41293.52,2394725595605837.88
2020-08-01,1171566,355871,107533,362,709486,1492285,63846952920.72,78103433534,39194.49,2438661057420394.97
2020-08-02,1125886,337038,103309,384,658105,1413111,79704212227.85,77676603717,38262.33,2515079370334244.47
2020-08-03,1176793,352199,110129,423,705274,1449063,69980285209.23,77368571564,39134.66,2428338119437677.26
2020-08-04,1164208,364565,110730,498,684146,1401884,59802471609.69,76775143760,38778.86,2463090185882060.18
2020-08-05,1182699,367159,115791,291,688136,1405100,55168255804.18,77381256698,39223.61,2453222927579740.96
2020-08-06,1215885,376641,118342,277,694791,1371356,60214149611.45,77512451362,40070.7,2452907616640562.56
2020-08-07,1249695,351170,113850,344,743475,1464741,75116348085.74,77597396348,41243.89,2517385816455318.42
2020-08-08,1182406,338630,108920,131,723887,1469139,68306409071.06,76824649153,40881.55,2543810968810945.92
2020-08-09,1229151,312459,97707,203,776243,1559732,77547083362.02,78461870944,42760.7,2592107455956342.81
2020-08-10,1289980,316283,99829,333,827990,1615360,118327449327.36,77843751348,43623.49,2573426338302052.78
2020-08-11,1254244,306646,95546,333,796349,1569624,130200152456.72,77380198897,42282.28,2534224749941378.09
2020-08-12,1229214,239533,75160,424,788347,1570991,223584555011.44,78159344782,42489.74,2562045580658108.42
2020-08-13,1209139,273889,85920,455,779979,1553470,263573161496.99,77902624956,40820.09,2583444541516722.27
2020-08-14,1201546,288549,92043,603,761192,1515489,214567361520.16,78438621379,41347.75,2676094574784386.78
2020-08-15,1107833,311321,103234,195,720846,1441544,121268381321.85,77868325048,37635.15,2729266699180436.4
2020-08-16,1152369,310455,101221,172,727862,1493542,103400330405.81,78480224623,39414.59,2656590309453160.1
2020-08-17,1181976,302595,95255,302,773801,1505793,115606368340.88,77438062630,40567.51,2581957215398722.31
2020-08-18,1229256,294554,93351,350,831310,1641974,132621781743.29,78966351045,41973.0,2477494953102993.14
2020-08-19,1216891,306627,89544,321,801327,1579851,138369477919.69,78650572994,41020.74,2599290832333295.78
2020-08-20,1182994,304315,89948,328,807687,1628566,116484821423.55,79127347365,40494.28,2658943276749907.53
2020-08-21,1256752,326515,88731,344,847029,1677537,161821742578.25,78593075364,43295.74,2728688407264615.17
2020-08-22,1102479,294112,95224,201,760572,1591679,107424358733.3,77589103667,38709.33,2705914605775057.77
2020-08-23,1122524,314108,118933,109,799261,1625528,86161308998.79,79294223632,37975.09,2729429715947220.89
2020-08-24,1162182,312163,112325,372,863737,1720609,98932179890.5,78841595220,39425.81,2726633820925516.75
2020-08-25,1138199,298839,100474,317,810032,1630022,110734300146.41,77564795200,38421.95,2759997186292721.08
2020-08-26,1166218,312148,103910,281,829140,1653942,93100607636.09,79255713214,38848.91,2736414288730281.06
2020-08-27,1136576,308659,98322,180,815545,1594313,97813962551.5,78286311045,37974.85,2725937120855193.72
2020-08-28,1131912,286630,87542,447,840223,1656629,93083722855.28,78431384816,38555.7,2780535651250184.82
2020-08-29,1130992,264507,81086,282,872250,1757216,102904772519.73,78479060191,39751.59,2701461372103642.97
2020-08-30,1142415,228034,67910,364,884253,1857862,211892115749.47,78785219452,41266.23,2744792701462876.9
2020-08-31,1235856,270946,81976,665,953087,1899733,236109836801.3,79537354648,41082.17,2734388400222551.6
2020-09-01,1245701,252935,76848,869,979863,1969379,445928038113.69,78864652350,41299.42,2877913837501646.1
2020-09-02,1181212,240138,72039,811,1000418,2016948,480074355244.09,78427332335,39766.88,2875642473845210.57
2020-09-03,1149636,246372,72561,811,989300,2009766,391311801332.15,78206309568,39339.26,2831203344156015.09
2020-09-04,1141207,295633,86561,990,918926,1874342,232269625817.32,79483676612,37489.93,2898343644530038.79
2020-09-05,1040906,225774,68380,866,899951,1897499,276598963712.36,77954443723,36170.33,2948502949643538.01
2020-09-06,1026667,263183,75365,626,842002,1791873,129476109669.45,80182346297,35850.92,3001690651851686.95
2020-09-07,1051480,270789,82667,558,858653,1756565,112634456414.04,78175045408,36289.55,3065247417417995.07
2020-09-08,1026700,261635,71519,526,851425,1732468,103771560343.72,78768135313,36065.12,3017171627724310.84
2020-09-09,1052603,240184,71543,512,887424,1784643,120486820725.77,78589979592,36404.89,3008318604705938.61
2020-09-10,1120964,231248,67054,767,973766,1934751,179307784799.85,78653790746,39036.6,2947014864928521.66
2020-09-11,1074413,229502,66446,707,980246,1920917,147224380901.58,79743954147,37012.94,3036541584241898.09
2020-09-12,1034584,235001,66932,423,948432,1909542,107398485471.24,78766392267,36746.92,3120636498266549.13
2020-09-13,1042047,219035,59574,625,967999,1924868,120528974615.75,79414676613,37460.83,3097045284914377.64
2020-09-14,1079688,231104,62308,753,993229,1965047,199484848489.24,78374655817,38902.39,3086726281293386.44
2020-09-15,1089837,256338,68603,647,989934,1985760,186684858649.86,79616854718,38490.47,3104339641269332.17
2020-09-16,1035013,235631,66905,594,969994,1917397,152918453726.32,78395148873,37243.13,3066220122373762
2020-09-17,1406016,340570,73808,839,972136,1995072,537990432737.68,79873595957,58953.37,3161325359902638.78
2020-09-18,1244808,325762,90540,826,1005122,1997380,318622685368.54,78014968707,44691.06,3119651331492790.13
2020-09-19,1090001,294928,80191,423,982170,2013880,174312578019.7,79260271727,39058.36,3137161300752303.94
2020-09-20,1095309,324285,88032,453,978252,2057165,132886317733.65,79770381516,37326.54,3154588981012828.22
2020-09-21,1133662,315123,81371,702,946661,1951423,176901863826.44,79398473332,38593.13,3195676491333466.24
2020-09-22,1081497,284314,75206,461,953693,1926531,159383003276.79,77952769536,40218.44,3181617263440936.86
2020-09-23,1084100,294431,93267,526,946276,1940006,128833366536.78,78908897036,38869.99,3217664946066088.75
2020-09-24,1087537,311328,102172,406,914445,1841082,109201626767.7,78965771608,37689.69,3130961441746099.7
2020-09-25,1034790,280483,82736,399,899499,1830358,102663299751.63,78061419942,37257.77,3153235070542633.71
2020-09-26,984559,283461,73960,263,884528,1787025,83507111887.26,78220453442,36637.56,3250861476964060.55
2020-09-27,966479,276790,67049,264,857646,1762338,86029218110.67,77233029341,36579.79,3271997314309489.23
2020-09-28,1080187,286239,74211,382,910170,1833170,121958830281.63,77900573330,38712.48,3243630966422515.86
2020-09-29,1088234,288447,84115,342,945977,1869968,153884906246.99,77338712664,38830.67,3248428643749895.74
2020-09-30,1079040,286783,79873,365,975937,1884525,119839706019.42,77674404203,38200.75,3265335599195299.27
2020-10-01,1018741,281599,70560,425,888479,1840353,100689398706.43,78153876267,36977.08,3263944294791593.75
2020-10-02,1002138,274049,66742,411,870132,1817082,93802832490.44,77517138592,36763.09,3285465361351593.76
2020-10-03,956528,256979,65222,204,869059,1787353,79721828265.94,77452011331,34866.48,3214968122905882.43
2020-10-04,985452,270853,61576,176,877894,1829965,82995018414.4,77660014098,37144.84,3253577961269076.69
2020-10-05,1027690,251083,65020,280,943273,1932944,90697354382.88,78308505105,37933.05,3260944765459495.75
2020-10-06,1083502,268038,67764,316,958869,2004300,109228719148.91,78748080741,39563.13,3395395363681049.16
2020-10-07,1035384,277220,72224,406,933404,1875556,85969485525.12,76951973014,37956.94,3375603442842169.86
2020-10-08,1019446,273049,69791,333,916546,1824048,87110456420.54,75376755869,37114.7,3298385954461777.44
2020-10-09,1049571,295119,75364,300,937776,1824174,80384447834.9,77358095734,37291.93,3313690449700593.08
2020-10-10,1036351,293311,83848,212,909526,1778762,64194105407.64,76570518580,35619.03,3335072723398681.44
2020-10-11,1004701,285525,81163,169,905605,1768002,49652278775.78,79787447919,35264.68,3273613988700547.87
2020-10-12,1092162,292939,76419,442,953844,1866620,76060825053.51,78296006648,38656.52,3295415423610770.88
2020-10-13,1127396,326903,83745,347,955838,1848067,75077834797.51,80097303404,38207.08,3320626662605648.1
2020-10-14,1093927,315375,84846,403,937109,1775583,75640402795.76,79548678329,37252.54,3280414754244751.27
2020-10-15,1249576,446866,130519,266,949214,1796961,74173955478.84,80135428559,39335.36,3342046996183267.16
2020-10-16,1161135,402238,113556,403,906533,1709340,63065415881.01,78927839076,37896.84,3340556593154132.86
2020-10-17,1051772,354468,109964,132,894731,1701245,36290416262.36,79294248001,34983.44,3336068537419374.49
2020-10-18,995711,297272,93817,141,889261,1685943,40181387745.3,78441716920,34916.19,3255740030385164.15
2020-10-19,1128930,319047,85172,252,990152,1945496,56871154881.72,80374472990,38375.8,3327407098606458.54
2020-10-20,1105678,308966,91299,267,966869,1897405,61933327272.89,79106901755,38672.91,3347671597428191.6
2020-10-21,1159354,334545,107373,466,995361,1903630,74175571048.38,79400829057,39300.35,3334356718930766.27
2020-10-22,1189043,366664,122711,439,975190,1858663,63309423350.31,79548083646,39041.25,3334919492734430.12
2020-10-23,1132837,348025,118498,337,936982,1767981,58481082306.29,78857176259,37596.57,3384219153715660.22
2020-10-24,1012156,318974,89099,175,881442,1686896,32202171456.64,80086035236,33662.89,3394024364404272.17
2020-10-25,965206,276177,81237,159,868549,1656105,33048975891.83,79043685989,33758.58,3359523213986927.58
2020-10-26,1086139,300969,84291,454,933202,1816719,55956264783.92,79018418691,37969.37,3248183933553445.02
2020-10-27,1078466,303401,91739,361,953236,1832539,43436412771.8,79864583745,38238.94,3293520933148032
2020-10-28,1139608,325468,88214,342,962143,1897960,64544389640.99,79793314114,39477.76,3325639369408021.62
2020-10-29,1107849,294231,91780,285,975227,1937797,68635908081.28,79579962714,38597.78,3402790966777625.51
2020-10-30,1111013,310398,99468,393,942704,1863315,63334130885.89,79190370544,38732.31,3352477979523836.22
2020-10-31,1089587,331932,104994,201,951535,1856125,40819990757.1,79269881218,37663.95,3350094346686314.05
2020-11-01,1050753,307001,95264,165,922392,1918784,33957064322.98,79283838653,36822.68,3396058303736014.12
2020-11-02,1156870,330400,103149,446,940879,1880680,59554233803.79,79013568281,39218.83,3291886304646561.36
2020-11-03,1119359,326256,101607,370,975013,1864691,44992814657.43,79617868730,38720.25,3349302888533876.5
2020-11-04,1137324,384025,101964,432,895628,1751358,36928531269.01,79492925790,38592.95,3340653227429587.23
2020-11-05,1128431,338757,92004,528,911529,1805963,50348497401.24,79337650111,38977.39,3301841553793320.15
2020-11-06,1171971,368222,105207,566,933101,1830942,59741385861.31,79585521676,40265.1,3392287315741501.58
2020-11-07,1131722,351557,101343,387,903186,1853423,55697489201.25,79094614181,39353.38,3438418587239773.8
2020-11-08,1016465,319703,99011,146,858057,1680473,29269164523.77,79702782471,35310.97,3310777202726145.93
2020-11-09,1147695,350860,104953,351,934157,1783133,43035304142.63,79397625999,39367.62,3360639435095874.3
2020-11-10,1157455,334163,96231,270,956306,1857023,50065548591.86,78794768472,40206.19,3383060422230945.26
2020-11-11,1096582,342621,102754,269,883508,1676556,52467069652.63,79641101166,36840.33,3402822885865799.72
2020-11-12,1099253,324161,95662,426,930347,1728467,58429042419.81,79710575348,37937.46,3358749955367226.59
2020-11-13,1156377,338420,97345,361,937149,1822356,54829670039.2,79737863173,39425.13,3424202242621577
2020-11-14,1067063,346474,95536,181,861495,1701509,34537576970.29,79754234413,36612.44,3352616740251629.17
2020-11-15,1037428,311005,87801,124,879762,1776243,34541343681.56,79667382986,36703.66,3451368258202443.12
2020-11-16,1105512,333239,89440,341,921577,1809513,47982462912.07,79059063494,38424.68,3364915877821520.68
2020-11-17,1173012,344458,108587,427,946396,1873710,74859509045.83,79423090028,39870.17,3413737859195152.17
2020-11-18,1120798,323275,103703,492,861500,1792740,80386585191.59,78886998728,38279.58,3416954325391966.88
2020-11-19,1122748,328301,103383,323,900678,1837394,46780485057.62,80650412451,38221.1,3437561806114520.02
2020-11-20,1162871,350677,115663,433,902327,1820706,68352712503.05,78541787070,40044.01,3509312880053003.65
2020-11-21,1172183,368624,118794,356,920025,1902831,66366996355.85,79853721557,40072.76,3495115341388413.25
2020-11-22,1148006,360119,122533,356,892866,1902746,62691736392.75,79156827331,40162.81,3555933637388634.24
2020-11-23,1213632,367072,112578,529,928614,1874832,76572686830.72,78784912579,42075.16,3421094478954028.49
2020-11-24,1240072,354143,120264,525,909325,1851849,93643584032.8,79716763050,41630.96,3513543185232632.55
2020-11-25,1205924,378494,126864,315,888692,1812609,61056804849.16,78853492731,41409.45,3557961718299249.62
2020-11-26,1173330,323721,96032,589,857780,1834285,142508151750.87,79351250096,40851.43,3518481442900867.35
2020-11-27,1102889,363813,93628,384,839056,1699512,45166157919.28,78392588609,38211.79,3556211536014520.64
2020-11-28,992335,330592,92279,206,772372,1574325,34982462172.71,80424631325,34215.17,3465398680794348.87
2020-11-29,993930,361916,85530,158,755513,1561642,30778305114.15,79312439260,34740.57,3615578620968005.13
2020-11-30,1183915,337220,92998,455,881591,1766524,78968977326.44,80199545798,40057.87,3616421104215010.29
2020-12-01,1172361,341551,99417,549,870216,1755977,87205318159.89,79418825126,40453.5,3692341652786690.26
2020-12-02,1071389,314995,84237,279,876307,1816370,44014732423.85,78456588924,38852.09,3518482216809904.32
2020-12-03,1114178,321281,85683,258,895422,1855895,47036576517.95,79667393222,40531.56,3610522802719949.25
2020-12-04,1134337,324670,96806,308,907598,1851664,54092994181.2,78650515103,41261.71,3634624816443199.65
2020-12-05,1055722,318912,90449,176,852054,1761193,37221172518.17,79131951066,37951.65,3615951621594437.95
2020-12-06,1034515,300761,81438,142,879555,1861894,36431383886.1,79869709891,38319.82,3629167538704028.51
2020-12-07,1102501,312575,82158,340,920726,1884015,50085919185.42,78812475592,40458.81,3625010173857277.65
2020-12-08,1149816,318398,87822,245,917207,1904690,64449519987.77,79149618632,42594.86,3637824091078682.95
2020-12-09,1150822,315347,87847,390,933212,1943823,65310870135.09,80410134701,40707.59,3633816162748327.36
2020-12-10,1092429,298899,82763,328,909503,1880068,56226333816.46,78461405162,39910.34,3692368191499609.95
2020-12-11,1122160,317328,94381,377,901710,1849513,63668497567.1,79417037036,42279.67,3561011789808634.52
2020-12-12,1092064,339044,131904,174,871184,1759853,42791998460.33,79202588970,36770.59,3597998813947740.58
2020-12-13,1142703,352728,150565,160,866028,1742819,45493440304.64,79222793968,37847.46,3661126231468105
2020-12-14,1241593,368932,152178,254,949677,1840680,63651900788.05,79650531212,40676.08,3521007134954278.15
2020-12-15,1215285,350976,132618,231,962771,1846754,84546380644.85,79088787327,40999.11,3567719974235594.66
2020-12-16,1261767,387350,136659,395,962164,1854671,83587553241.13,79964964629,42016.82,3559678179524203.94
2020-12-17,1342281,422760,128365,530,926249,1788882,138801607913.81,79641192332,43507.86,3583773287221712.28
2020-12-18,1193950,382246,133614,356,928454,1814438,74176915877.28,79062884025,40746.63,3632389641760742.03
2020-12-19,1162872,389997,115725,255,896635,1833818,70160846768.49,79610410275,40848.07,3573611550842748.55
2020-12-20,1074305,318293,89453,152,920052,1893814,44522035266.39,80322225206,39615.99,3619780104259098.19
2020-12-21,1146949,313576,91262,485,935136,1933518,79996112000.0,79555003523,42078.81,3677135710104574.68
2020-12-22,1147101,315935,84952,358,935596,1904496,66550723623.97,79416799896,42003.27,3668281226998032.61
2020-12-23,1254308,358043,84238,343,935739,1897269,108357199192.92,80403111772,48713.76,3696187110600806.88
2020-12-24,1142743,326021,84787,363,887166,1793830,89678915466.17,78884495208,42719.5,3684746021761146.21
2020-12-25,1140417,316684,79852,154,908548,1908309,91689520598.14,78460405977,53907.68,3609207740808971.7
2020-12-26,1139562,321456,92243,191,903081,1946739,66451258570.95,80394399993,45644.79,3653750099729029.87
2020-12-27,1177372,330475,93512,397,878955,1880810,98648342338.02,79619149302,45277.98,3650840376205878.39
2020-12-28,1256783,353418,101488,485,939266,1926122,114182109470.56,80355187233,46017.52,3784431191290496.93
2020-12-29,1206703,346070,98732,392,920211,1866370,96061704373.36,78501673212,44851.38,3784290938732870.8
2020-12-30,1227653,346682,104903,428,928505,1885510,113625959314.96,79688716123,43027.58,3670115907794823.8
2020-12-31,1163876,328207,95521,381,921397,1871751,99472810753.51,79189267407,41258.58,3738495710243711.93
2021-01-01,1136712,353464,96879,255,907417,1885417,66554914529.79,80038891441,40957.13,3730319486187331.05
2021-01-02,1170839,318880,100130,279,929345,1915545,102597133339.75,80948469861,40870.41,3851061603179171.79
2021-01-03,1234419,358951,116362,839,853662,1851585,170434674928.32,78955134702,43196.31,3872311741599890.39
2021-01-04,1275169,362647,119807,959,780811,1792277,259288889468.12,79464427883,43280.37,3861592932138310.5
2021-01-05,1258441,373948,121810,588,842847,1824716,138112229757.46,79844614999,43617.12,3864795205696312.79
2021-01-06,1280434,395280,131752,553,852916,1791435,125094721823.63,79409862801,44121.27,3914136033150552.01
2021-01-07,1298568,421120,132388,609,812115,1724074,132712479400.65,78649000525,44984.51,3946816156179239.68
2021-01-08,1288953,392830,134881,708,820292,1808365,139778688804.5,80669146918,43536.13,3962122148552652.56
2021-01-09,1231759,412619,124589,299,837730,1822312,92556952304.02,79098414154,42520.35,3986181530250854.29
2021-01-10,1210603,399415,124697,354,824683,1822094,87304889370.48,80047806722,42575.54,4027405136971747.66
2021-01-11,1280285,378897,143226,818,760111,1797264,238057080636.6,79933632401,45238.21,4071173654112543.46
2021-01-12,1165508,350226,112859,401,813101,1784293,87023397594.35,80332321479,41753.16,4097644723543731.59
2021-01-13,1126532,348454,112905,400,811412,1777925,67939047095.47,80376599422,40868.23,4108383817719711.88
2021-01-14,1184604,369591,122435,457,859860,1795927,85428093595.26,78306132000,42958.91,4216956913320826.47
2021-01-15,1227187,392369,126803,468,850416,1822396,94267620299.22,80309431740,43197.34,4109040327249200.6
2021-01-16,1193339,382875,123139,299,855450,1855148,81155243636.94,79464637657,42906.5,4224079146916756.03
2021-01-17,1133096,357034,113070,258,855977,1864035,63891413845.54,79105097999,42376.43,4116200015867673.59
2021-01-18,1217953,371075,116667,373,908993,1890541,75288452260.25,78882210030,44472.52,4163782479769111.07
2021-01-19,1252236,382214,122509,690,848829,1829594,100870595878.23,79303557688,45833.73,4188710615018780.48
2021-01-20,1213930,375040,113992,529,838523,1798323,83495583342.24,80233064915,43996.73,4271547166180998.94
2021-01-21,1178190,336305,102898,517,815516,1792156,121038737699.66,79430948162,43867.61,4256981154872425.22
2021-01-22,1182794,333798,108106,551,808511,1762045,131603924412.64,79078691115,43220.96,4289518043626524.04
2021-01-23,1140666,349741,106922,217,850043,1814465,80164099486.99,79897258632,42081.35,4345126340793382.56
2021-01-24,1117744,337412,112251,331,853962,1882113,81082348704.84,79292330473,42592.85,4378305637984574.42
2021-01-25,1207263,341994,106950,537,888352,1898026,108152747745.25,79682201352,45117.62,4429988146451997.97
2021-01-26,1194595,362068,112575,475,863616,1847388,84709442538.58,79443454330,44228.15,4438141620857257.8
2021-01-27,1140980,315701,101935,448,871474,1894907,99985074387.27,78852380274,44546.87,4571346649997218.65
2021-01-28,1190834,352705,119388,465,889063,1883818,94795658263.59,79431279022,45209.87,4480351542314002.17
2021-01-29,1293963,386797,147838,764,865577,1831010,140697168139.44,78954526916,46505.42,4439482522051968.77
2021-01-30,1218241,374001,132875,334,848439,1818473,113262068768.06,78022454246,44633.7,4449471932440111.92
2021-01-31,1244924,353665,129476,375,901290,1939827,128774160162.9,81106444836,44763.97,4449902740589579.79
2021-02-01,1300451,362817,130655,334,888230,1867735,153609470332.74,79271092808,45839.64,4615323550974979.39
2021-02-02,1302891,372984,130285,613,870657,1865535,175702601861.72,79406719924,46773.74,4608800682087223.81
2021-02-03,1314906,392793,135953,657,862777,1822234,173430110029.52,79259433587,45658.5,4561241973475116.92
2021-02-04,1309863,376425,136376,547,843648,1839444,232584696124.24,79265045459,44850.03,4644470253116807.82
2021-02-05,1316904,362754,135855,490,851711,1835068,252293672677.41,78968310019,45506.76,4703172360911611.78
2021-02-06,1227828,355998,133551,380,836116,1826943,179605140156.78,79460024500,42340.1,4690614739164749.02
2021-02-07,1230638,358796,129404,355,845376,1867123,160047169331.54,79817183641,43081.01,4823899638769312.24
2021-02-08,1275739,370797,131928,490,838146,1811854,212844439512.5,79021550203,44454.32,4855306456131280.65
2021-02-09,1327544,375842,135866,403,852358,1827499,233531767404.92,79191181760,44979.87,4810925029798036.73
2021-02-10,1320357,371874,142263,402,841028,1840455,213055186949.4,79658368148,44273.54,4807885943066506.12
2021-02-11,1270521,383053,144138,305,846756,1849725,175171808688.19,79286091308,44891.82,4893209199138060.36
2021-02-12,1290300,377478,145479,306,867858,1909659,180040817792.78,79689230772,46649.79,4999800831413523.53
2021-02-13,1252364,358700,139389,171,855768,1895025,188774871200.25,78479036060,46886.66,4989640953336215.63
2021-02-14,1206665,346296,125624,188,861438,1929707,150374910619.83,79959458077,44845.53,5020239144826597.72
2021-02-15,1210500,333114,96766,275,846212,1921577,178687917778.3,79238461219,45528.75,5056229104672558.25
2021-02-16,1217916,365116,140611,317,823929,1830145,173012727367.82,79189007248,44499.01,5070865800248005.49
2021-02-17,1258503,370631,130390,329,854222,1895484,173328815928.63,79989171756,46217.25,5095312812257154.42
2021-02-18,1298425,372884,134122,340,866678,1860921,183063076933.23,79043489986,46845.86,5059295587243819.62
2021-02-19,1323618,395536,151403,311,856600,1822555,186155308216.68,80367241529,45793.75,5135740855989037.41
2021-02-20,1337507,393478,148108,288,846734,1826052,201502010805.7,79291675220,45875.5,5129309564301921.84
2021-02-21,1233518,373490,129542,283,834183,1803223,144939356482.79,79220738588,43971.01,5015625379634188.38
2021-02-22,1312178,355070,124497,457,808005,1841819,272625997979.6,79403221327,46481.77,5236799581647680.8
