date,tx_count,active_addresses,new_addresses,large_eth_transfers,token_transfers,contract_events,avg_gas_price,total_gas_used,avg_block_size,avg_block_difficulty
2018-01-13,1179321,397956,188125,235,199020,353724,63717170951.47,41404605848,31263.75,2140802162894377.6
2018-01-14,1081593,369591,159310,222,212899,394533,58397110439.61,42756086884,29323.11,2169168472872537.08
2018-01-15,1206420,439245,264715,275,207088,395913,53860259458.28,42044275766,31845.8,2189371914984288.68
2018-01-16,1277936,459969,283344,328,211571,404150,54778476280.65,42377676204,32767.45,2201746653627646.21
2018-01-17,1277083,448657,279056,417,206332,367338,52114059602.81,42082782990,32426.76,2257174215656140.62
2018-01-18,1205184,428112,260304,281,222689,409126,53748001983.83,42002307855,31705.2,2275486358054671.35
2018-01-19,1043257,328496,184002,261,216918,406597,51156242638.52,40653335875,28846.38,2268779620398618.1
2018-01-20,984489,267255,128980,180,254408,444840,51085494086.96,42221484437,27414.18,2363822835246495.44
2018-01-21,1006530,423348,207374,203,222396,404839,40356556173.42,41120833537,26798.0,2372814638709987.71
2018-01-22,972911,307354,145795,260,227059,437356,33802233817.32,42384838298,25863.5,2395157190554134.49
2018-01-23,928494,287685,138105,276,243596,444836,39247217520.12,42585322150,25079.26,2399287063794763
2018-01-24,913668,271247,131639,246,260378,454105,37646911482.75,41116424115,24565.68,2459967161560834.04
2018-01-25,788515,225352,83493,273,284316,456731,33568704784.18,38694721437,23670.96,2507603398357889.45
2018-01-26,953429,298305,163060,295,290742,479733,28113878384.56,40326332374,26058.53,2500852549456735.42
2018-01-27,831992,258113,131531,161,220606,410175,27546279427.12,36907616933,22449.69,2485341103631203.1
2018-01-28,889104,246574,111339,204,221434,429979,27799939028.79,39325309235,24197.04,2500393505475139.77
2018-01-29,936845,280032,119854,305,196949,387271,37028206151.88,40261375642,25247.74,2591381744171948.64
2018-01-30,906578,270508,129136,358,220669,418850,30081646328.43,40864587588,25224.11,2596249976684859.18
2018-01-31,877284,265854,117845,300,251292,440338,29402395304.33,41267322654,24901.75,2626764506743538.54
2018-02-01,1008759,311871,134188,297,230724,522967,40436332602.73,41536066787,26327.53,2666119494491552.77
2018-02-02,981133,301930,143967,390,232463,475697,35386250063.69,40854960763,26185.81,2711469932429371.42
2018-02-03,814486,235325,97813,109,203420,407673,29301000333.08,39679298889,22591.95,2765665325443517.23
2018-02-04,800876,259210,114349,112,249738,426603,29029734016.94,38898828642,22741.79,2759422494059572.98
2018-02-05,875761,259990,114581,238,222239,420731,26867195836.64,40245262197,24175.29,2786247295084365.67
2018-02-06,888219,272869,127173,316,244261,440693,27964527864.2,39381740316,24934.11,2787076910491231.41
2018-02-07,818625,246837,111696,198,219427,427453,26693856132.66,38975391274,22971.55,2837217537152573.98
2018-02-08,681344,199621,68074,171,199197,435147,24967490308.44,37505525813,20093.22,2821720469898424.42
2018-02-09,789807,227997,92967,162,227468,458092,22856084311.23,38742712325,22095.4,2877237815475193.63
2018-02-10,848390,242370,101891,177,258178,467895,23836033683.14,40043465160,22121.17,2834459171253124.33
2018-02-11,773496,227673,113217,128,280957,492916,21902813564.74,38287873264,20981.72,2950749152835297.9
2018-02-12,829020,247301,121360,129,270397,516578,20823907358.77,38753227751,22177.61,2943732872497906.21
2018-02-13,745822,209270,86080,204,248727,498840,21675045125.72,37040843029,20432.1,2971561121397890.06
2018-02-14,746384,229604,88826,163,232831,443967,22500946108.4,36681356650,21848.22,2952816621621494.16
2018-02-15,777318,229412,91031,167,263632,501990,21565589981.93,38241261159,21804.69,2892302048661078.5
2018-02-16,704758,187920,77857,96,261136,479865,21590347216.74,37933761004,20710.5,2991223496430698.45
2018-02-17,772079,188706,73978,72,278206,481011,21836563714.42,39190424521,21890.99,2973718885372611.04
2018-02-18,756092,197106,69617,103,292333,471908,23119878103.2,39397404811,20735.06,3003821822312751.55
2018-02-19,811384,217434,80185,99,300776,523290,19905649266.6,39606970101,21811.36,2976957671534244.12
2018-02-20,886897,246145,108141,158,361287,589072,20246593621.83,41974258562,24413.35,2932875069369739.93
2018-02-21,850504,225400,89259,138,335071,517061,19357946150.23,40847900375,23307.47,2911436258045098.8
2018-02-22,761893,203588,76169,134,360154,536984,17902757910.77,38837227832,21747.05,2981196774998203.04
2018-02-23,733084,190464,67920,154,371915,527434,18831502714.72,37993641292,20792.56,2967711695062865.42
2018-02-24,732861,163370,62654,92,396675,560138,19384495562.38,38209721044,21264.89,2974924584558780.99
2018-02-25,690582,170315,62250,74,339541,530262,16759656093.74,37805621936,20566.38,3096446035780255.13
2018-02-26,737453,213680,79043,178,289698,467235,17771149759.42,37390627120,21651.75,3030533339510265.27
2018-02-27,694583,203648,80023,149,284488,468219,17894327928.69,37544709529,20963.58,2978767153901956.19
2018-02-28,720368,214769,79255,169,353542,541136,20187246996.6,39311462320,21593.23,3052568265040552.79
2018-03-01,684404,205014,76589,172,311609,516820,18473284412.92,37659753017,20663.09,3103058386818551.19
2018-03-02,744666,203084,79206,154,365994,560637,20451208543.04,39984146273,22549.54,3077244315275454.5
2018-03-03,673465,170362,65071,94,327855,495592,16322563189.49,37865643700,21172.97,3190815355052294.42
2018-03-04,643241,155900,52043,81,338257,531335,17303831939.93,38733139576,20793.93,3140164441334259.33
2018-03-05,752756,203038,72105,132,343676,525420,19639091581.15,38797167611,22565.66,3135226015752464.92
2018-03-06,712591,219802,87713,159,296715,467290,18176377316.08,37310730546,21622.69,3118411001962354.35
2018-03-07,783757,315285,158962,182,304061,468324,19763918377.11,38469776248,22824.48,3194249046485421.58
2018-03-08,690139,200702,75152,145,340957,518822,18353507208.56,37451501469,21478.3,3237862488797109.17
2018-03-09,650058,186519,71954,206,363691,540624,17748731202.61,37019872373,20374.01,3155883958898883.79
2018-03-10,591377,170074,74060,138,272629,432037,14788560651.15,36080720185,18861.78,3166734686927870.22
2018-03-11,608899,153027,57988,126,311471,459104,13799239565.89,34925920880,18612.29,3148891350423756.37
2018-03-12,677908,164650,54805,154,402723,572863,15351519087.94,37215981752,21667.51,3190981337594353.73
2018-03-13,699093,189913,64227,173,362205,505135,13206604528.75,35427520879,20945.87,3176688766423823.04
2018-03-14,671198,218961,91172,183,325608,494314,14203678875.73,35522377390,20106.07,3135698017343151.49
2018-03-15,654531,189838,76258,164,404452,576159,14353011468.84,35375081129,20055.98,3160924654163131.04
2018-03-16,654584,166720,64401,154,349913,514517,16340651627.07,34947475758,19501.89,3273411760864614.63
2018-03-17,593203,157987,64008,135,334657,525224,12252475280.07,31446273155,17375.91,3261562277877281.33
2018-03-18,684094,171542,74006,302,355726,523976,12747741528.18,36562793541,20197.21,3265567602885651.53
2018-03-19,703891,200098,73395,243,348987,507969,13093430511.75,35803513444,20641.92,3287243674946571.43
2018-03-20,661791,175859,64382,214,320063,489606,13429718454.68,34824357942,20067.12,3281437349558868.98
2018-03-21,697872,198848,69772,138,290955,474770,14142177547.7,36537281565,20630.25,3261279286429783.02
2018-03-22,619453,170035,66857,123,239038,429655,14406582387.57,33772229495,17882.69,3225445238424118.12
2018-03-23,677103,248015,95371,146,272920,468716,15620309189.42,34522534591,18847.11,3284345312353457.55
2018-03-24,613203,208072,62176,94,263889,509062,13781721692.75,32878735555,16599.09,3218749003895188.15
2018-03-25,526372,135543,42996,85,250485,486444,13537596540.37,31986599110,14982.39,3264568415250100.3
2018-03-26,626615,170235,62514,187,270176,449113,18175537390.85,31967676643,17841.06,3333441475494624.96
2018-03-27,584055,163863,61944,265,278768,448902,14361013447.93,30405926801,17229.69,3274585882463590.21
2018-03-28,579858,149891,50145,180,292971,439548,14632725014.02,29579699185,17283.17,3258302893706152.45
2018-03-29,583673,171238,61413,292,283044,456400,15636568005.5,30620962828,17508.03,3183491506504233.44
2018-03-30,633616,181637,65801,278,301150,487780,12774613100.89,33818268664,18456.88,3211951294637465.7
2018-03-31,584396,147966,44537,152,272109,429466,11477359452.33,33629067707,17024.52,3189075618873537.74
2018-04-01,545141,133825,43045,136,303651,480700,11102346268.02,32807335944,15893.48,3239618233047335.48
2018-04-02,598505,152747,47671,153,302780,494205,12126034367.33,34275719677,16870.88,3197878927586837.3
2018-04-03,645977,175867,56588,182,305729,528464,12286677554.52,36653734553,19076.1,3130326474926412.27
2018-04-04,628441,164286,57831,153,243557,476181,10971451756.76,38069879303,18675.57,3176981802787792.38
2018-04-05,695871,197618,78419,117,296172,520619,15464101086.42,38424159251,19495.82,3151225900264984.45
2018-04-06,647981,176831,73451,146,265026,526801,13569978446.22,39917500895,17768.85,3256199538233077.78
2018-04-07,535865,149994,58091,67,326826,569025,10748546972.87,35245960993,15831.06,3235885305959205.1
2018-04-08,595733,167267,59842,117,311658,539894,10482892479.36,36738692841,17232.76,3191373130382246.57
2018-04-09,609799,180354,71725,158,325696,544832,11893129682.66,36435661074,18630.21,3088964260313370.55
2018-04-10,571388,165664,59468,104,366294,605865,12177774702.24,34526522998,17581.8,3135858403362697.08
2018-04-11,609102,178623,57769,127,413241,683578,12405218440.25,36194193270,18495.93,3146614700508011.08
2018-04-12,692606,203437,80322,259,367688,635976,13465125606.02,38968902921,21244.49,3131513601624277.94
2018-04-13,730344,205635,70789,235,353235,574642,15614590454.69,39967746011,21135.88,3085986253151060.52
2018-04-14,611188,172213,62519,73,276249,493252,12181063452.89,37073745170,18148.03,3132314997500443.36
2018-04-15,619985,168919,55826,123,291395,523005,11480321545.32,37358712649,18672.3,3137466930260492.13
2018-04-16,664402,176420,59092,138,329974,573650,11885668935.41,41394095952,20767.63,3113712319018335.21
2018-04-17,742823,179419,61237,128,353026,577402,12165915030.88,40497158291,22300.01,3132795635299827.66
2018-04-18,703293,186787,65269,163,393482,612112,14281544838.28,41776811574,22474.33,3078158578176572.74
2018-04-19,814318,209555,82094,162,473648,664555,12803831049.71,42250861659,25206.08,3098360907475678.45
2018-04-20,832220,216651,81819,207,490375,684252,12529028522.16,41954960890,26386.04,3070111673239991.62
2018-04-21,746104,210105,77474,127,315148,520019,11333870773.77,40462973981,21671.9,3168246021478374.6
2018-04-22,748858,241722,105617,102,380232,567505,11655317802.55,40867127972,23073.68,3146736293367522.63
2018-04-23,802870,252677,92450,231,311497,524970,12237241213.61,40491570369,24240.89,3181240721748996.87
2018-04-24,816357,248925,83421,285,356165,592858,14316577917.93,40533102157,25599.41,3132080677231531.99
2018-04-25,799014,221845,74030,280,375548,612651,13551841007.83,40252769373,25145.18,3129306090801150.9
2018-04-26,793873,220798,65551,229,442018,638493,14265140448.32,39908994731,24705.17,3213181106185307.46
2018-04-27,764479,205503,65562,235,393213,574398,14678765821.81,38235245532,24120.16,3152285278420486.87
2018-04-28,775321,195375,60857,140,368923,540115,17572256001.2,37375800855,24554.81,3128856393102740.23
2018-04-29,756651,190791,59747,134,326661,535616,15433307777.6,39480510989,24653.89,3190829701004712.33
2018-04-30,778133,210258,67291,197,356830,568221,16246204179.78,39940635578,25891.28,3196315559599618.9
2018-05-01,713839,186493,56414,199,409091,622937,14269068337.06,40468255310,24618.21,3113972523544065.05
2018-05-02,787722,224567,73072,216,486699,699515,14708612274.77,41311595750,25626.18,3111333123485249.95
2018-05-03,839586,253062,87230,274,476377,695377,16353335711.94,41145258751,26337.53,3164594457401147.37
2018-05-04,1000526,498394,270975,253,334031,554379,14684021090.54,40593432009,27765.9,3202794445667834.7
2018-05-05,789261,264847,108834,144,538961,784300,13421251458.03,41171830582,24103.43,3242195815031248.74
2018-05-06,691273,221734,76457,127,543686,708495,13650107545.81,41080342129,22387.73,3271982202762192.26
2018-05-07,789863,255624,113774,269,382114,598968,13618214121.18,40805556837,23088.47,3327780246020581.54
2018-05-08,820098,266250,93789,184,363084,607321,16187343619.15,40356122249,23859.19,3343568565309528.51
2018-05-09,831127,249052,89370,231,412115,712165,15035437537.49,41113518428,24509.77,3268429357612427.86
2018-05-10,854827,253547,80717,199,386895,670909,18417421395.59,42124564177,26750.18,3279763711930116.06
2018-05-11,826099,249105,83305,160,416740,695931,18740327032.74,42190262218,25118.24,3285211912981732.48
2018-05-12,788487,243240,74488,123,450287,696467,13450079276.49,42005762566,23751.88,3367082076477212.7
2018-05-13,762439,224430,71500,72,447098,705055,14388074285.07,42145698470,23519.92,3397010186974918.55
2018-05-14,801788,246413,71456,199,346988,651268,18368271940.76,41627509104,25931.56,3322168916527207.02
2018-05-15,779210,263311,82047,174,417873,675962,18351405979.93,42159372012,24791.86,3262634125326328.83
2018-05-16,807257,268384,93400,166,419859,692608,18286034080.13,41882605714,24743.48,3286345183564997.93
2018-05-17,835761,281118,97756,141,390779,657604,18976015905.5,42338374555,24608.41,3280925637937982.64
2018-05-18,831831,271784,86769,138,393259,626470,18702568206.36,41435670692,24643.1,3236627209022472.01
2018-05-19,846288,288466,93806,106,392205,637778,17744371421.78,41040525495,24459.17,3250211728818415.29
2018-05-20,777283,261748,81487,105,433075,724730,16868972940.58,41296242555,23759.42,3307964523985010.59
2018-05-21,802211,251726,78804,126,422345,693746,17895038247.73,41917863183,25580.3,3341722032929884.03
2018-05-22,822409,295141,79459,212,378071,635391,19373376600.94,41525228723,25326.04,3323281414037079.45
2018-05-23,833377,276032,89048,259,412491,635178,19751712030.03,41354932889,25964.94,3252172526470260.7
2018-05-24,811167,269044,76307,186,404467,653117,18476474258.68,41253268892,25467.44,3223610066318878.49
2018-05-25,800838,260993,75006,199,415870,667253,18265813670.93,41414693127,24929.78,3202991669729464.34
2018-05-26,761932,257894,74836,113,435228,681129,15783877274.68,41669336660,23052.64,3253127775671560.42
2018-05-27,776024,267036,80794,143,410098,656531,14752399060.11,41483155136,23497.07,3215113696438995.31
2018-05-28,861002,286734,88965,268,373883,663274,21295186623.66,42615295374,25414.14,3232392035792750.6
2018-05-29,812183,282606,87511,197,411221,699241,21192504845.94,42540635241,25332.3,3218952939947267.23
2018-05-30,817167,267951,87020,201,370146,608290,21404258299.35,41887522529,25508.14,3177263898670798.55
2018-05-31,832842,284268,97161,262,359945,609316,25985659311.49,43113364618,27436.24,3249295320501049.18
2018-06-01,758242,238235,73579,176,451344,678218,22244526360.75,42285060762,25129.58,3151675292917624.17
2018-06-02,768017,274338,77196,95,471617,685782,15935697967.44,41775080315,24616.52,3194128918517779.28
2018-06-03,809997,271126,70997,84,455208,652396,15352527518.58,41931216906,25076.87,3202592901102507.59
2018-06-04,807165,255755,67291,195,435968,630321,19007972987.83,42571646505,26426.77,3159146670306134.15
2018-06-05,780654,236878,68454,210,426548,624291,17133883673.02,41747630901,25847.7,3232844547073692.07
2018-06-06,754070,236170,65323,200,392083,573017,19689409165.61,40593909717,24376.0,3163392940788888.38
2018-06-07,775828,256205,66853,185,380738,547109,16971238265.29,41014362284,24383.71,3161717646135360.17
2018-06-08,720017,236246,60617,194,507238,663907,15944102994.95,41680115284,24513.09,3196858025453876.03
2018-06-09,769427,270598,83292,74,466779,619093,12616064855.18,40505249405,24163.41,3303497283704233.73
2018-06-10,771280,275975,75907,128,459029,645746,12552615016.57,40957162688,24559.66,3252140929108011.59
2018-06-11,768985,254262,64928,177,377432,592018,13949033936.23,41478158514,24470.19,3235937527064980.27
2018-06-12,770199,222655,70207,187,394509,580174,14048365939.31,41574159243,23681.66,3333042609658134.34
2018-06-13,797637,221123,72274,259,549857,737765,14416451849.12,40679789777,25448.16,3269563082459980.54
2018-06-14,765916,220697,72069,226,447485,623255,15910453470.01,36722061394,24148.57,3276912398260765.36
2018-06-15,763803,257879,75568,244,361516,519143,16804997297.27,37425182608,22614.91,3257052453297907.2
2018-06-16,639775,192639,53158,80,1487305,1628158,24845755325.22,40928246879,26352.89,3293273003282128.97
2018-06-17,648548,210035,69702,66,376005,554169,11225914551.37,39762305224,19967.61,3295288498614166.77
2018-06-18,695753,206288,62629,116,405179,561822,11823977189.3,40588419803,22073.96,3397011425173850.99
2018-06-19,778765,249609,76702,127,450817,636756,14427312990.98,41529355327,25000.04,3435029512825117.33
2018-06-20,803076,268665,74319,139,454224,652934,13472257818.5,42492438577,25587.11,3375738358063861.15
2018-06-21,752035,257650,72717,144,407603,582721,13045871527.83,42192513824,23526.15,3456540069279467.63
2018-06-22,770457,271429,87422,195,450561,606384,38875029919.88,41125962330,24500.43,3428843483299104.77
2018-06-23,675918,212581,65315,76,402313,559887,14027962772.23,37538683842,20591.05,3394468864535643.33
2018-06-24,671994,228880,70469,166,399184,564788,16163435399.34,37766116343,20968.24,3454860482373072.47
2018-06-25,837265,363093,98631,202,446277,592255,15635457407.96,39561080187,25228.25,3396680512660090.17
2018-06-26,732170,257876,66315,203,495767,621655,12008376935.18,40332977332,23860.44,3362826853782784.06
2018-06-27,771938,249655,86524,164,532843,691641,12446563365.16,40864261407,24580.01,3486660895037214.94
2018-06-28,744784,239542,77171,159,512506,743692,11695366270.34,39894207185,23925.63,3406501442167827.77
2018-06-29,735092,255775,73151,199,436065,613168,12115784767.93,39736452466,23218.55,3378949753377579.91
2018-06-30,632981,145656,40895,104,736726,875933,34206462506.18,43198504937,22084.79,3470085389554493.63
2018-07-01,622633,101288,25784,79,842350,967031,59842298209.18,44488940344,22499.56,3361516796005590.19
2018-07-02,489559,120112,32175,125,892456,1067550,86346192061.17,44404968907,19625.19,3392110932388936.48
2018-07-03,573532,128265,35860,175,831975,997975,82045864720.24,43846733107,22046.92,3455917200717657.16
2018-07-04,447112,122170,30215,145,873964,1097870,59064099946.37,44217212865,18915.24,3436789282152631.43
2018-07-05,527586,148463,35801,119,835656,915092,48722316331.43,43708739479,21492.0,3560406548707368.55
2018-07-06,459075,116179,29129,135,959541,1047915,70191056340.26,43800194753,19221.11,3511897316857444.05
2018-07-07,484105,120802,30368,84,942778,1045736,60236707194.9,43915762993,19709.96,3525426804280988.63
2018-07-08,631505,160709,39769,97,664433,764100,35581626022.38,40014392256,22365.88,3452745477425562.99
2018-07-09,651926,173594,46374,147,666843,886344,25829787140.74,43370048739,22361.9,3531174198750190.66
2018-07-10,691771,181742,53117,165,631186,804256,21317831597.61,41955002881,23429.39,3499090624103493.97
2018-07-11,643920,171487,45091,102,753662,921168,19053354948.3,43295332506,22105.67,3357071624356264.35
2018-07-12,566058,147581,36867,122,835953,954865,29183803793.75,44381477988,21237.87,3441982928860222.24
2018-07-13,563317,132236,36807,110,891607,1089161,29844195938.86,45174377640,20792.77,3446238480969901.04
2018-07-14,508951,132231,39542,65,1022048,1115351,57671825690.83,45339386076,19582.66,3424541366446868.83
2018-07-15,453706,129664,32992,52,973834,1149274,48210131228.42,44771824983,18676.19,3422096291570313.83
2018-07-16,703999,214256,60597,172,523660,725530,18556492239.65,42426180825,23433.06,3445540792751969.34
2018-07-17,701292,222856,67513,200,524429,710965,17544444406.89,42775974221,23583.32,3450888719946073.58
2018-07-18,746145,285265,87226,237,462485,679838,15409817860.13,41585774372,23590.49,3478378278055813.3
2018-07-19,734702,242881,70625,183,457424,637532,13031176385.08,42622517258,23727.67,3433815406416912.43
2018-07-20,671608,211531,58779,196,337719,571428,15875790180.14,43131472783,21229.58,3427893393477426.28
2018-07-21,620634,173743,48726,73,316726,578969,15824202719.22,43864730065,19168.77,3236425269177566.84
2018-07-22,675356,224003,65684,106,457259,690351,11027931425.78,43718533062,20792.96,3345711445336237.92
2018-07-23,758657,277484,57942,222,418874,679559,15545322538.05,43024639945,23066.46,3515978171522282.67
2018-07-24,784910,295071,63171,199,428534,644001,15413027027.02,42124303763,24224.62,3425937042423568.89
2018-07-25,787527,289146,80171,182,433941,652631,13346991695.25,43026887911,24158.91,3475587900712853.12
2018-07-26,725630,247892,81855,148,451941,638277,12321220652.39,42724863719,23504.04,3529121429746140.93
2018-07-27,788715,278263,80394,159,420418,634724,10743519926.33,40948763650,22766.21,3503120469918214.42
2018-07-28,703973,222254,76092,44,339203,543679,11538341514.6,38139349291,19585.7,3544915982253264.15
2018-07-29,716354,233145,90832,59,427693,626834,9254363265.94,37996724160,21871.08,3557469469693158.05
2018-07-30,757712,247366,84194,150,475345,706807,10927999225.01,41041055047,23849.17,3562924043688797.14
2018-07-31,745063,238813,77902,198,446330,678199,11010363622.1,41618055271,23918.95,3529739146569543.25
2018-08-01,757758,250108,93756,171,452793,676456,36483212325.42,42526840694,24726.98,3515277776873626.7
2018-08-02,779928,247007,63154,153,448850,671274,10137664296.16,42443634801,24601.73,3554080876309529.38
2018-08-03,753190,266566,62931,96,459938,724290,10491712789.97,42732264360,22394.85,3477334976139993.74
2018-08-04,720548,232422,64109,69,486687,731717,9830122048.84,42791545877,21272.43,3565682378545687.8
2018-08-05,704249,208959,66172,87,483499,694350,8001638386.82,42056443073,22206.21,3567618848572987.29
2018-08-06,699536,227712,76084,124,464953,702155,12432257945.41,43179622616,23316.98,3595327310955996.19
2018-08-07,636342,207789,64724,134,267793,537510,25097431574.1,44131622117,19803.47,3566361553129408.02
2018-08-08,565663,179614,55564,217,129187,413178,57224455308.03,45482310042,16262.74,3591200843802551.71
2018-08-09,538530,159659,47928,183,126011,385367,53033026698.39,44754521771,15543.06,3606036188514829.22
2018-08-10,613892,196532,52511,204,208928,465881,34456498042.55,42518070498,18595.75,3582381034002605.4
2018-08-11,657312,227510,64731,164,387880,667488,14788003754.47,39509179747,20284.63,3553788514168698.85
2018-08-12,641927,228037,54774,115,407677,645286,10934877287.63,38881712910,19754.23,3490940924874619.6
2018-08-13,694941,230194,62338,272,399224,643080,14810214983.02,39251046406,21953.65,3500412716721131.64
2018-08-14,690348,217539,61396,439,389143,647577,16035362519.89,39261426596,21861.77,3545297260993193.08
2018-08-15,648565,212240,53692,347,388520,585034,15016657330.36,41849321266,19764.98,3506907055099736.43
2018-08-16,716732,239564,57165,186,398074,655707,12561683769.04,41774666889,22328.4,3436675235703659.28
2018-08-17,607270,209386,50416,204,275532,536686,39130773187.09,42623243529,20513.65,3483034391222498.33
2018-08-18,627522,201122,44223,105,457517,729789,15957175829.71,42738980903,22512.45,3441651450520029.29
2018-08-19,599660,194986,50119,67,392234,630428,14200094155.36,41824772924,22015.3,3468867131969881.8
2018-08-20,663769,218272,53513,171,412824,653403,12370055478.1,41473658621,25133.66,3494743123831559.39
2018-08-21,605639,178965,48246,166,470274,715197,13017321528.34,42801247581,25248.66,3516086407212533.3
2018-08-22,594918,192835,42214,204,384032,690848,16915868780.57,42400085544,22829.74,3593968613114985.8
2018-08-23,599557,180485,41583,195,415138,691130,13989735590.57,42170106982,24307.49,3451970551527031.67
2018-08-24,596227,206680,53120,220,413077,665794,21304774524.41,42813642424,22858.5,3431231393128215.84
2018-08-25,577239,194621,52104,126,452521,714938,11392478475.12,42353325363,24936.67,3500504985177644.97
2018-08-26,574072,206678,61993,98,384942,637486,16087450801.53,42435122947,24193.33,3569733749332628.85
2018-08-27,645935,221406,60197,224,592615,827202,12376016917.86,41639143029,24862.77,3495419983630022.79
2018-08-28,613844,192952,52226,179,534197,775791,12792121207.87,42639120902,25983.77,3491155016920247.79
2018-08-29,546841,168646,49283,205,451397,678964,17268825018.48,41016540574,24551.62,3456093007050615.98
2018-08-30,592847,173634,47748,173,436910,663799,13541694335.26,41775143400,23668.01,3432294223013041.53
2018-08-31,577258,181733,52367,195,397094,592136,14394435356.85,42422842496,22117.94,3465883560588967.66
2018-09-01,656254,208619,67785,139,388869,594776,11030022723.1,41962410973,23747.6,3427218779352083.69
2018-09-02,620267,213620,65809,94,400414,632869,10246870169.97,41828966851,23061.36,3385920740765808.91
2018-09-03,631429,216319,78550,169,391572,600192,12082466691.67,41380404933,25004.7,3406537399008412.74
2018-09-04,589521,202952,61841,291,350809,575504,13828036189.88,41700209355,23087.28,3394753992666521.15
2018-09-05,626957,204346,68391,275,352765,573637,12551757185.9,40277339979,25413.6,3435482454953360.08
2018-09-06,588959,183003,50872,468,439448,652977,14897919975.44,41844295436,23478.6,3399787826872013.84
2018-09-07,582184,193753,40379,371,616803,859382,14661866617.99,41851443895,25112.76,3399656455552747.86
2018-09-08,543337,186430,39862,332,372714,663262,12092414267.88,42687384413,25208.05,3375919593398578.09
2018-09-09,565631,187563,43897,263,342138,617119,12477656021.36,42015802006,22118.27,3209593043515457.81
2018-09-10,561611,181269,44781,325,347711,605526,13356818569.06,41706065010,23522.16,3220980465071922.08
2018-09-11,557317,158315,41548,291,360628,591061,15596781043.37,40623580410,22317.06,3197340149390743.92
2018-09-12,570673,161244,47935,529,361506,594836,16089143534.78,41968405306,24132.52,3133091795265985.95
2018-09-13,555753,171553,51441,324,370873,627130,16542601233.24,40125460418,24041.03,3049956018454070.3
2018-09-14,514394,155370,41655,276,436969,694002,14551497785.15,41289957926,26309.39,3142743480649867.83
2018-09-15,479695,126179,31665,194,430458,695947,13137722753.85,42642844329,25807.84,3146684914059945.58
2018-09-16,458432,124426,31183,149,435270,678994,13060379368.22,42478630813,27184.63,3129494677715775.2
2018-09-17,553720,160897,37530,286,434508,698379,15312111571.6,42156342856,25919.17,3140086572915643.18
2018-09-18,500513,140097,34308,248,413739,670943,25131439170.48,41135032608,26176.37,3178891797124400.18
2018-09-19,507255,134325,35561,183,270696,485805,19852619144.75,42834301329,20024.31,3170660093786085.13
2018-09-20,498146,145261,38857,294,411815,660428,15880393203.39,40659297074,24243.87,3176542287149020.15
2018-09-21,544686,154444,44974,492,368890,624516,18234481746.33,41737250293,26244.0,3112105439760297.78
2018-09-22,470309,135525,32314,176,387040,626305,14426938592.65,41205336647,25021.08,3278089829625517.48
2018-09-23,468627,137183,30211,177,395113,652890,13127464810.41,41038492835,25760.78,3248982293309662.64
2018-09-24,480337,135090,33032,132,409942,674077,16822864745.85,41581136430,28687.53,3264681985220766.56
2018-09-25,519108,143008,40466,136,439639,693193,16968112149.39,42006670219,28211.4,3222555356225444.46
2018-09-26,493507,129632,34412,165,456063,715638,16339226825.85,43033396036,29742.48,3283669089024992.38
2018-09-27,504047,134904,38039,186,433901,681854,16723872540.71,42575076200,29477.45,3276765282396290.19
2018-09-28,500407,131149,36301,189,389028,615528,18109658752.1,42098982996,28067.57,3285646830195358.15
2018-09-29,434315,116771,30379,149,284881,505414,21843572516.64,39796949930,20427.68,3265762713994652.39
2018-09-30,479351,146774,36853,148,385148,632744,16522342630.59,39391455096,23845.77,3260160751341615.65
2018-10-01,476308,127722,35037,116,394481,633435,18902794833.78,38583903369,24593.4,3240652601422794.02
2018-10-02,490262,123841,31061,103,357439,573757,18953025158.13,39337916125,24106.77,3211925078735580.57
2018-10-03,559006,174634,39797,131,380267,589703,13225985438.56,40516803371,21422.7,3226085186423428.46
2018-10-04,559181,172500,40663,114,411941,624894,13218570293.03,40898314334,22654.76,3261753458926591.68
2018-10-05,595361,197049,57737,123,409875,644527,13520201818.54,39748882508,20849.3,3277001275785446.15
2018-10-06,596865,196658,60985,78,363614,589590,9412748975.16,39592284436,17609.61,3252608506128732.91
2018-10-07,497767,150725,36715,66,298647,499368,11726176178.03,33980367149,15401.68,3275289114565478.74
2018-10-08,542842,163811,37405,198,311598,487750,14571558948.86,36589051726,17035.79,3311602077646794.84
2018-10-09,537028,172027,35181,209,375650,578249,12983166257.13,37002537399,18244.96,3289361288763967.42
2018-10-10,516772,156499,42096,252,263652,450501,15810576916.17,34219858113,16866.58,3294910495257799.82
2018-10-11,570525,171655,43416,392,294199,505374,15325260645.82,37724015884,18165.88,3219699284376287.3
2018-10-12,562140,162181,40760,243,655098,839658,29088739658.64,38569009830,20201.55,3237208572171560.61
2018-10-13,541797,168665,40647,142,337899,537624,11542092824.14,36293556326,17319.07,3196433112526610.93
2018-10-14,511719,149668,33437,65,329840,548163,11674879595.44,35452573090,15242.46,3220776039519707.2
2018-10-15,562011,172454,37823,456,302054,525487,15602075497.03,33392147626,17580.54,3215462336329751
2018-10-16,575450,180238,42263,217,313001,516974,12718366288.7,35852217291,17644.92,3205597182439021.63
2018-10-17,580354,193330,42006,214,305312,493308,13440094160.73,36427604938,17763.23,3189854172662094.43
